comment,aspect,sentiment
"Vỡ chai, gãy vòi, chảy mất nửa chai",chat_luong,negative
"Vỡ chai, gãy vòi, chảy mất nửa chai",dong_goi,negative
"Vỡ chai, gãy vòi, chảy mất nửa chai",van_chuyen,negative
"Vỡ chai, gãy vòi, chảy mất nửa chai",gia_ca,neutral
"Vỡ chai, gãy vòi, chảy mất nửa chai",overall,negative
Quảng cáo tặng quà nhưng thực tế thiếu quà,chat_luong,negative
Quảng cáo tặng quà nhưng thực tế thiếu quà,dong_goi,neutral
Quảng cáo tặng quà nhưng thực tế thiếu quà,van_chuyen,neutral
Quảng cáo tặng quà nhưng thực tế thiếu quà,gia_ca,negative
Quảng cáo tặng quà nhưng thực tế thiếu quà,overall,negative
Không nhận đủ đơn hàng,chat_luong,neutral
Không nhận đủ đơn hàng,dong_goi,neutral
Không nhận đủ đơn hàng,van_chuyen,negative
Không nhận đủ đơn hàng,gia_ca,neutral
Không nhận đủ đơn hàng,overall,negative
"Hàng giả, màu và mùi không giống",chat_luong,negative
"Hàng giả, màu và mùi không giống",dong_goi,neutral
"Hàng giả, màu và mùi không giống",van_chuyen,neutral
"Hàng giả, màu và mùi không giống",gia_ca,neutral
"Hàng giả, màu và mùi không giống",overall,negative
Shop gửi hàng dù đã hủy đơn,chat_luong,neutral
Shop gửi hàng dù đã hủy đơn,dong_goi,neutral
Shop gửi hàng dù đã hủy đơn,van_chuyen,negative
Shop gửi hàng dù đã hủy đơn,gia_ca,neutral
Shop gửi hàng dù đã hủy đơn,overall,negative
Flash sale nhưng giá cao hơn shop khác,chat_luong,neutral
Flash sale nhưng giá cao hơn shop khác,dong_goi,neutral
Flash sale nhưng giá cao hơn shop khác,van_chuyen,neutral
Flash sale nhưng giá cao hơn shop khác,gia_ca,negative
Flash sale nhưng giá cao hơn shop khác,overall,negative
Đóng gói tệ chỉ với ít bong bóng,chat_luong,neutral
Đóng gói tệ chỉ với ít bong bóng,dong_goi,negative
Đóng gói tệ chỉ với ít bong bóng,van_chuyen,neutral
Đóng gói tệ chỉ với ít bong bóng,gia_ca,neutral
Đóng gói tệ chỉ với ít bong bóng,overall,negative
"Gói hàng ẩu, dầu đổ đầy ra ngoài",chat_luong,negative
"Gói hàng ẩu, dầu đổ đầy ra ngoài",dong_goi,negative
"Gói hàng ẩu, dầu đổ đầy ra ngoài",van_chuyen,negative
"Gói hàng ẩu, dầu đổ đầy ra ngoài",gia_ca,neutral
"Gói hàng ẩu, dầu đổ đầy ra ngoài",overall,negative
"Đóng gói sơ sài, chai cũ như đã mở",chat_luong,negative
"Đóng gói sơ sài, chai cũ như đã mở",dong_goi,negative
"Đóng gói sơ sài, chai cũ như đã mở",van_chuyen,neutral
"Đóng gói sơ sài, chai cũ như đã mở",gia_ca,neutral
"Đóng gói sơ sài, chai cũ như đã mở",overall,negative
Không quấn bảo vệ làm chai hư và đổ tràn,chat_luong,negative
Không quấn bảo vệ làm chai hư và đổ tràn,dong_goi,negative
Không quấn bảo vệ làm chai hư và đổ tràn,van_chuyen,negative
Không quấn bảo vệ làm chai hư và đổ tràn,gia_ca,neutral
Không quấn bảo vệ làm chai hư và đổ tràn,overall,negative
Hình quảng cáo có quà nhưng nhận không có,chat_luong,negative
Hình quảng cáo có quà nhưng nhận không có,dong_goi,neutral
Hình quảng cáo có quà nhưng nhận không có,van_chuyen,neutral
Hình quảng cáo có quà nhưng nhận không có,gia_ca,negative
Hình quảng cáo có quà nhưng nhận không có,overall,negative
Đơn hàng bị hủy tự động,chat_luong,neutral
Đơn hàng bị hủy tự động,dong_goi,neutral
Đơn hàng bị hủy tự động,van_chuyen,negative
Đơn hàng bị hủy tự động,gia_ca,neutral
Đơn hàng bị hủy tự động,overall,negative
Gội xong bị gàu và ngứa,chat_luong,negative
Gội xong bị gàu và ngứa,dong_goi,neutral
Gội xong bị gàu và ngứa,van_chuyen,neutral
Gội xong bị gàu và ngứa,gia_ca,neutral
Gội xong bị gàu và ngứa,overall,negative
Nghi ngờ hàng nhái vì mã vạch và nơi sản xuất không khớp,chat_luong,negative
Nghi ngờ hàng nhái vì mã vạch và nơi sản xuất không khớp,dong_goi,neutral
Nghi ngờ hàng nhái vì mã vạch và nơi sản xuất không khớp,van_chuyen,neutral
Nghi ngờ hàng nhái vì mã vạch và nơi sản xuất không khớp,gia_ca,neutral
Nghi ngờ hàng nhái vì mã vạch và nơi sản xuất không khớp,overall,negative
Gội xong ngứa và bết tóc,chat_luong,negative
Gội xong ngứa và bết tóc,dong_goi,neutral
Gội xong ngứa và bết tóc,van_chuyen,neutral
Gội xong ngứa và bết tóc,gia_ca,neutral
Gội xong ngứa và bết tóc,overall,negative
Không check được mã vạch,chat_luong,negative
Không check được mã vạch,dong_goi,neutral
Không check được mã vạch,van_chuyen,neutral
Không check được mã vạch,gia_ca,neutral
Không check được mã vạch,overall,negative
Vỏ dầu gội nhưng bên trong là dầu xả,chat_luong,negative
Vỏ dầu gội nhưng bên trong là dầu xả,dong_goi,neutral
Vỏ dầu gội nhưng bên trong là dầu xả,van_chuyen,neutral
Vỏ dầu gội nhưng bên trong là dầu xả,gia_ca,neutral
Vỏ dầu gội nhưng bên trong là dầu xả,overall,negative
Chai bị rút bớt dầu,chat_luong,negative
Chai bị rút bớt dầu,dong_goi,negative
Chai bị rút bớt dầu,van_chuyen,neutral
Chai bị rút bớt dầu,gia_ca,neutral
Chai bị rút bớt dầu,overall,negative
"Không quét được mã vạch, gội bị nhiều gàu hơn",chat_luong,negative
"Không quét được mã vạch, gội bị nhiều gàu hơn",dong_goi,neutral
"Không quét được mã vạch, gội bị nhiều gàu hơn",van_chuyen,neutral
"Không quét được mã vạch, gội bị nhiều gàu hơn",gia_ca,neutral
"Không quét được mã vạch, gội bị nhiều gàu hơn",overall,negative
Hàng lỗi hoặc hư hỏng,chat_luong,negative
Hàng lỗi hoặc hư hỏng,dong_goi,neutral
Hàng lỗi hoặc hư hỏng,van_chuyen,neutral
Hàng lỗi hoặc hư hỏng,gia_ca,neutral
Hàng lỗi hoặc hư hỏng,overall,negative
Nắp chai bị bật và chảy hết ra ngoài,chat_luong,negative
Nắp chai bị bật và chảy hết ra ngoài,dong_goi,negative
Nắp chai bị bật và chảy hết ra ngoài,van_chuyen,negative
Nắp chai bị bật và chảy hết ra ngoài,gia_ca,neutral
Nắp chai bị bật và chảy hết ra ngoài,overall,negative
Chờ cả tuần nhưng không được giao,chat_luong,neutral
Chờ cả tuần nhưng không được giao,dong_goi,neutral
Chờ cả tuần nhưng không được giao,van_chuyen,negative
Chờ cả tuần nhưng không được giao,gia_ca,neutral
Chờ cả tuần nhưng không được giao,overall,negative
Thiếu sản phẩm nhưng vẫn bị tính ship,chat_luong,negative
Thiếu sản phẩm nhưng vẫn bị tính ship,dong_goi,neutral
Thiếu sản phẩm nhưng vẫn bị tính ship,van_chuyen,negative
Thiếu sản phẩm nhưng vẫn bị tính ship,gia_ca,negative
Thiếu sản phẩm nhưng vẫn bị tính ship,overall,negative
Không nhận được dầu xả tặng kèm,chat_luong,negative
Không nhận được dầu xả tặng kèm,dong_goi,neutral
Không nhận được dầu xả tặng kèm,van_chuyen,neutral
Không nhận được dầu xả tặng kèm,gia_ca,negative
Không nhận được dầu xả tặng kèm,overall,negative
Nắp chai bật ra và chảy dầu,chat_luong,negative
Nắp chai bật ra và chảy dầu,dong_goi,negative
Nắp chai bật ra và chảy dầu,van_chuyen,negative
Nắp chai bật ra và chảy dầu,gia_ca,neutral
Nắp chai bật ra và chảy dầu,overall,negative
Shop đóng hàng quá cẩu thả,chat_luong,neutral
Shop đóng hàng quá cẩu thả,dong_goi,negative
Shop đóng hàng quá cẩu thả,van_chuyen,neutral
Shop đóng hàng quá cẩu thả,gia_ca,neutral
Shop đóng hàng quá cẩu thả,overall,negative
"Giao thiếu quà tặng, xử lý khiếu nại rườm rà",chat_luong,negative
"Giao thiếu quà tặng, xử lý khiếu nại rườm rà",dong_goi,neutral
"Giao thiếu quà tặng, xử lý khiếu nại rườm rà",van_chuyen,negative
"Giao thiếu quà tặng, xử lý khiếu nại rườm rà",gia_ca,neutral
"Giao thiếu quà tặng, xử lý khiếu nại rườm rà",overall,negative
"Đặt dầu gội nhưng giao dầu xả, xử lý khiếu nại kém",chat_luong,negative
"Đặt dầu gội nhưng giao dầu xả, xử lý khiếu nại kém",dong_goi,neutral
"Đặt dầu gội nhưng giao dầu xả, xử lý khiếu nại kém",van_chuyen,negative
"Đặt dầu gội nhưng giao dầu xả, xử lý khiếu nại kém",gia_ca,neutral
"Đặt dầu gội nhưng giao dầu xả, xử lý khiếu nại kém",overall,negative
"Đóng gói không chắc chắn, nghi ngờ hàng chính hãng",chat_luong,negative
"Đóng gói không chắc chắn, nghi ngờ hàng chính hãng",dong_goi,negative
"Đóng gói không chắc chắn, nghi ngờ hàng chính hãng",van_chuyen,neutral
"Đóng gói không chắc chắn, nghi ngờ hàng chính hãng",gia_ca,neutral
"Đóng gói không chắc chắn, nghi ngờ hàng chính hãng",overall,negative
Nắp chai bị xoay làm chảy xà bông,chat_luong,negative
Nắp chai bị xoay làm chảy xà bông,dong_goi,negative
Nắp chai bị xoay làm chảy xà bông,van_chuyen,negative
Nắp chai bị xoay làm chảy xà bông,gia_ca,neutral
Nắp chai bị xoay làm chảy xà bông,overall,negative
"Không check được mã vạch, khác hàng ngoài thị trường",chat_luong,negative
"Không check được mã vạch, khác hàng ngoài thị trường",dong_goi,neutral
"Không check được mã vạch, khác hàng ngoài thị trường",van_chuyen,neutral
"Không check được mã vạch, khác hàng ngoài thị trường",gia_ca,neutral
"Không check được mã vạch, khác hàng ngoài thị trường",overall,negative
"Tem chồng chất như hàng fake, chai bị vơi",chat_luong,negative
"Tem chồng chất như hàng fake, chai bị vơi",dong_goi,negative
"Tem chồng chất như hàng fake, chai bị vơi",van_chuyen,neutral
"Tem chồng chất như hàng fake, chai bị vơi",gia_ca,neutral
"Tem chồng chất như hàng fake, chai bị vơi",overall,negative
"Gói hàng quá tệ, không có chống sốc làm móp méo và chảy dầu",chat_luong,negative
"Gói hàng quá tệ, không có chống sốc làm móp méo và chảy dầu",dong_goi,negative
"Gói hàng quá tệ, không có chống sốc làm móp méo và chảy dầu",van_chuyen,negative
"Gói hàng quá tệ, không có chống sốc làm móp méo và chảy dầu",gia_ca,neutral
"Gói hàng quá tệ, không có chống sốc làm móp méo và chảy dầu",overall,negative
Đóng gói sơ sài,chat_luong,neutral
Đóng gói sơ sài,dong_goi,negative
Đóng gói sơ sài,van_chuyen,neutral
Đóng gói sơ sài,gia_ca,neutral
Đóng gói sơ sài,overall,negative
Bàn chải quá cứng,chat_luong,negative
Bàn chải quá cứng,dong_goi,neutral
Bàn chải quá cứng,van_chuyen,neutral
Bàn chải quá cứng,gia_ca,neutral
Bàn chải quá cứng,overall,negative
"Sản phẩm không như mô tả, chất lượng kém",chat_luong,negative
"Sản phẩm không như mô tả, chất lượng kém",dong_goi,neutral
"Sản phẩm không như mô tả, chất lượng kém",van_chuyen,neutral
"Sản phẩm không như mô tả, chất lượng kém",gia_ca,negative
"Sản phẩm không như mô tả, chất lượng kém",overall,negative
hàng lỗi. sạc không lên nguồn. shop không trả lời,chat_luong,negative
hàng lỗi. sạc không lên nguồn. shop không trả lời,dong_goi,neutral
hàng lỗi. sạc không lên nguồn. shop không trả lời,van_chuyen,neutral
hàng lỗi. sạc không lên nguồn. shop không trả lời,gia_ca,neutral
hàng lỗi. sạc không lên nguồn. shop không trả lời,overall,negative
hàng lỗi. bật không lên nguồn. sạc không vào,chat_luong,negative
hàng lỗi. bật không lên nguồn. sạc không vào,dong_goi,neutral
hàng lỗi. bật không lên nguồn. sạc không vào,van_chuyen,neutral
hàng lỗi. bật không lên nguồn. sạc không vào,gia_ca,neutral
hàng lỗi. bật không lên nguồn. sạc không vào,overall,negative
hàng lỗi. không hướng dẫn sử dụng,chat_luong,negative
hàng lỗi. không hướng dẫn sử dụng,dong_goi,neutral
hàng lỗi. không hướng dẫn sử dụng,van_chuyen,neutral
hàng lỗi. không hướng dẫn sử dụng,gia_ca,neutral
hàng lỗi. không hướng dẫn sử dụng,overall,negative
giao nhanh. xài ổn. giá hợp lý,chat_luong,positive
giao nhanh. xài ổn. giá hợp lý,dong_goi,neutral
giao nhanh. xài ổn. giá hợp lý,van_chuyen,positive
giao nhanh. xài ổn. giá hợp lý,gia_ca,positive
giao nhanh. xài ổn. giá hợp lý,overall,positive
bật lớn loa nghe âm thanh kém,chat_luong,negative
bật lớn loa nghe âm thanh kém,dong_goi,neutral
bật lớn loa nghe âm thanh kém,van_chuyen,neutral
bật lớn loa nghe âm thanh kém,gia_ca,neutral
bật lớn loa nghe âm thanh kém,overall,negative
dễ sử dụng. chất lượng tạm ổn,chat_luong,positive
dễ sử dụng. chất lượng tạm ổn,dong_goi,neutral
dễ sử dụng. chất lượng tạm ổn,van_chuyen,neutral
dễ sử dụng. chất lượng tạm ổn,gia_ca,neutral
dễ sử dụng. chất lượng tạm ổn,overall,positive
dùng tốt. chăm sóc khách hàng tốt,chat_luong,positive
dùng tốt. chăm sóc khách hàng tốt,dong_goi,neutral
dùng tốt. chăm sóc khách hàng tốt,van_chuyen,neutral
dùng tốt. chăm sóc khách hàng tốt,gia_ca,neutral
dùng tốt. chăm sóc khách hàng tốt,overall,positive
chất lượng sản phẩm tốt,chat_luong,positive
chất lượng sản phẩm tốt,dong_goi,neutral
chất lượng sản phẩm tốt,van_chuyen,neutral
chất lượng sản phẩm tốt,gia_ca,neutral
chất lượng sản phẩm tốt,overall,positive
sản phẩm dùng ổn,chat_luong,positive
sản phẩm dùng ổn,dong_goi,neutral
sản phẩm dùng ổn,van_chuyen,neutral
sản phẩm dùng ổn,gia_ca,neutral
sản phẩm dùng ổn,overall,positive
hàng lỗi. lừa đảo. shop không hỗ trợ,chat_luong,negative
hàng lỗi. lừa đảo. shop không hỗ trợ,dong_goi,neutral
hàng lỗi. lừa đảo. shop không hỗ trợ,van_chuyen,neutral
hàng lỗi. lừa đảo. shop không hỗ trợ,gia_ca,neutral
hàng lỗi. lừa đảo. shop không hỗ trợ,overall,negative
chất lượng tệ. giao không đúng quảng cáo,chat_luong,negative
chất lượng tệ. giao không đúng quảng cáo,dong_goi,neutral
chất lượng tệ. giao không đúng quảng cáo,van_chuyen,neutral
chất lượng tệ. giao không đúng quảng cáo,gia_ca,neutral
chất lượng tệ. giao không đúng quảng cáo,overall,negative
giao sai sản phẩm. shop không trả lời,chat_luong,negative
giao sai sản phẩm. shop không trả lời,dong_goi,neutral
giao sai sản phẩm. shop không trả lời,van_chuyen,neutral
giao sai sản phẩm. shop không trả lời,gia_ca,neutral
giao sai sản phẩm. shop không trả lời,overall,negative
âm thanh rè. bị thấm nước. giao sai màu,chat_luong,negative
âm thanh rè. bị thấm nước. giao sai màu,dong_goi,neutral
âm thanh rè. bị thấm nước. giao sai màu,van_chuyen,neutral
âm thanh rè. bị thấm nước. giao sai màu,gia_ca,neutral
âm thanh rè. bị thấm nước. giao sai màu,overall,negative
giao hàng không sạc pin sẵn,chat_luong,neutral
giao hàng không sạc pin sẵn,dong_goi,neutral
giao hàng không sạc pin sẵn,van_chuyen,neutral
giao hàng không sạc pin sẵn,gia_ca,neutral
giao hàng không sạc pin sẵn,overall,neutral
sản phẩm lỗi không reset được. shop không trả lời,chat_luong,negative
sản phẩm lỗi không reset được. shop không trả lời,dong_goi,neutral
sản phẩm lỗi không reset được. shop không trả lời,van_chuyen,neutral
sản phẩm lỗi không reset được. shop không trả lời,gia_ca,neutral
sản phẩm lỗi không reset được. shop không trả lời,overall,negative
giao nhanh. đúng chất lượng. loa to,chat_luong,positive
giao nhanh. đúng chất lượng. loa to,dong_goi,neutral
giao nhanh. đúng chất lượng. loa to,van_chuyen,positive
giao nhanh. đúng chất lượng. loa to,gia_ca,neutral
giao nhanh. đúng chất lượng. loa to,overall,positive
âm thanh tốt. thiết kế đẹp nhỏ gọn,chat_luong,positive
âm thanh tốt. thiết kế đẹp nhỏ gọn,dong_goi,neutral
âm thanh tốt. thiết kế đẹp nhỏ gọn,van_chuyen,neutral
âm thanh tốt. thiết kế đẹp nhỏ gọn,gia_ca,neutral
âm thanh tốt. thiết kế đẹp nhỏ gọn,overall,positive
loa đẹp. âm thanh ổn. giá hợp lý,chat_luong,positive
loa đẹp. âm thanh ổn. giá hợp lý,dong_goi,neutral
loa đẹp. âm thanh ổn. giá hợp lý,van_chuyen,neutral
loa đẹp. âm thanh ổn. giá hợp lý,gia_ca,positive
loa đẹp. âm thanh ổn. giá hợp lý,overall,positive
loa đẹp. âm thanh to rõ,chat_luong,positive
loa đẹp. âm thanh to rõ,dong_goi,neutral
loa đẹp. âm thanh to rõ,van_chuyen,neutral
loa đẹp. âm thanh to rõ,gia_ca,neutral
loa đẹp. âm thanh to rõ,overall,positive
hàng lỗi bật không lên,chat_luong,negative
hàng lỗi bật không lên,dong_goi,neutral
hàng lỗi bật không lên,van_chuyen,neutral
hàng lỗi bật không lên,gia_ca,neutral
hàng lỗi bật không lên,overall,negative
chưa biết kết nối nhưng vẫn cho 5 sao,chat_luong,neutral
chưa biết kết nối nhưng vẫn cho 5 sao,dong_goi,neutral
chưa biết kết nối nhưng vẫn cho 5 sao,van_chuyen,neutral
chưa biết kết nối nhưng vẫn cho 5 sao,gia_ca,neutral
chưa biết kết nối nhưng vẫn cho 5 sao,overall,positive
bình luận spam quảng cáo,chat_luong,neutral
bình luận spam quảng cáo,dong_goi,neutral
bình luận spam quảng cáo,van_chuyen,neutral
bình luận spam quảng cáo,gia_ca,neutral
bình luận spam quảng cáo,overall,neutral
chất lượng kém. pin yếu. shop quảng cáo sai,chat_luong,negative
chất lượng kém. pin yếu. shop quảng cáo sai,dong_goi,neutral
chất lượng kém. pin yếu. shop quảng cáo sai,van_chuyen,neutral
chất lượng kém. pin yếu. shop quảng cáo sai,gia_ca,neutral
chất lượng kém. pin yếu. shop quảng cáo sai,overall,negative
sản phẩm khá tốt. phù hợp giá tiền,chat_luong,positive
sản phẩm khá tốt. phù hợp giá tiền,dong_goi,neutral
sản phẩm khá tốt. phù hợp giá tiền,van_chuyen,neutral
sản phẩm khá tốt. phù hợp giá tiền,gia_ca,positive
sản phẩm khá tốt. phù hợp giá tiền,overall,positive
chất lượng rất tốt,chat_luong,positive
chất lượng rất tốt,dong_goi,neutral
chất lượng rất tốt,van_chuyen,neutral
chất lượng rất tốt,gia_ca,neutral
chất lượng rất tốt,overall,positive
giao hàng giả. loa hư không sử dụng được,chat_luong,negative
giao hàng giả. loa hư không sử dụng được,dong_goi,neutral
giao hàng giả. loa hư không sử dụng được,van_chuyen,neutral
giao hàng giả. loa hư không sử dụng được,gia_ca,neutral
giao hàng giả. loa hư không sử dụng được,overall,negative
âm lượng khá ổn,chat_luong,positive
âm lượng khá ổn,dong_goi,neutral
âm lượng khá ổn,van_chuyen,neutral
âm lượng khá ổn,gia_ca,neutral
âm lượng khá ổn,overall,positive
sản phẩm tốt. giá rẻ,chat_luong,positive
sản phẩm tốt. giá rẻ,dong_goi,neutral
sản phẩm tốt. giá rẻ,van_chuyen,neutral
sản phẩm tốt. giá rẻ,gia_ca,positive
sản phẩm tốt. giá rẻ,overall,positive
hàng ok,chat_luong,positive
hàng ok,dong_goi,neutral
hàng ok,van_chuyen,neutral
hàng ok,gia_ca,neutral
hàng ok,overall,positive
chất lượng kém. shop không hỗ trợ,chat_luong,negative
chất lượng kém. shop không hỗ trợ,dong_goi,neutral
chất lượng kém. shop không hỗ trợ,van_chuyen,neutral
chất lượng kém. shop không hỗ trợ,gia_ca,neutral
chất lượng kém. shop không hỗ trợ,overall,negative
chất lượng tốt,chat_luong,positive
chất lượng tốt,dong_goi,neutral
chất lượng tốt,van_chuyen,neutral
chất lượng tốt,gia_ca,neutral
chất lượng tốt,overall,positive
không như mô tả,chat_luong,negative
không như mô tả,dong_goi,neutral
không như mô tả,van_chuyen,neutral
không như mô tả,gia_ca,neutral
không như mô tả,overall,negative
ok,chat_luong,positive
ok,dong_goi,neutral
ok,van_chuyen,neutral
ok,gia_ca,neutral
ok,overall,positive
âm thanh rõ mạnh. thiết kế nhỏ gọn,chat_luong,positive
âm thanh rõ mạnh. thiết kế nhỏ gọn,dong_goi,neutral
âm thanh rõ mạnh. thiết kế nhỏ gọn,van_chuyen,neutral
âm thanh rõ mạnh. thiết kế nhỏ gọn,gia_ca,neutral
âm thanh rõ mạnh. thiết kế nhỏ gọn,overall,positive
âm thanh to rõ. chống nước tốt. thiết kế gọn. giá rẻ,chat_luong,positive
âm thanh to rõ. chống nước tốt. thiết kế gọn. giá rẻ,dong_goi,neutral
âm thanh to rõ. chống nước tốt. thiết kế gọn. giá rẻ,van_chuyen,neutral
âm thanh to rõ. chống nước tốt. thiết kế gọn. giá rẻ,gia_ca,positive
âm thanh to rõ. chống nước tốt. thiết kế gọn. giá rẻ,overall,positive
âm thanh rõ. dễ kết nối. xài tốt,chat_luong,positive
âm thanh rõ. dễ kết nối. xài tốt,dong_goi,neutral
âm thanh rõ. dễ kết nối. xài tốt,van_chuyen,neutral
âm thanh rõ. dễ kết nối. xài tốt,gia_ca,neutral
âm thanh rõ. dễ kết nối. xài tốt,overall,positive
âm thanh tốt. chống nước ok. thiết kế đẹp,chat_luong,positive
âm thanh tốt. chống nước ok. thiết kế đẹp,dong_goi,neutral
âm thanh tốt. chống nước ok. thiết kế đẹp,van_chuyen,neutral
âm thanh tốt. chống nước ok. thiết kế đẹp,gia_ca,neutral
âm thanh tốt. chống nước ok. thiết kế đẹp,overall,positive
sản phẩm tốt. nghe hay. nhỏ gọn. giao nhanh,chat_luong,positive
sản phẩm tốt. nghe hay. nhỏ gọn. giao nhanh,dong_goi,neutral
sản phẩm tốt. nghe hay. nhỏ gọn. giao nhanh,van_chuyen,positive
sản phẩm tốt. nghe hay. nhỏ gọn. giao nhanh,gia_ca,neutral
sản phẩm tốt. nghe hay. nhỏ gọn. giao nhanh,overall,positive
âm thanh lớn. phù hợp tập thể dục,chat_luong,positive
âm thanh lớn. phù hợp tập thể dục,dong_goi,neutral
âm thanh lớn. phù hợp tập thể dục,van_chuyen,neutral
âm thanh lớn. phù hợp tập thể dục,gia_ca,neutral
âm thanh lớn. phù hợp tập thể dục,overall,positive
bình luận rác không liên quan,chat_luong,neutral
bình luận rác không liên quan,dong_goi,neutral
bình luận rác không liên quan,van_chuyen,neutral
bình luận rác không liên quan,gia_ca,neutral
bình luận rác không liên quan,overall,neutral
bình luận rác không liên quan,chat_luong,neutral
bình luận rác không liên quan,dong_goi,neutral
bình luận rác không liên quan,van_chuyen,neutral
bình luận rác không liên quan,gia_ca,neutral
bình luận rác không liên quan,overall,neutral
giao nhanh. xài được. phù hợp giá tiền,chat_luong,positive
giao nhanh. xài được. phù hợp giá tiền,dong_goi,neutral
giao nhanh. xài được. phù hợp giá tiền,van_chuyen,positive
giao nhanh. xài được. phù hợp giá tiền,gia_ca,positive
giao nhanh. xài được. phù hợp giá tiền,overall,positive
mau hỏng. phí tiền,chat_luong,negative
mau hỏng. phí tiền,dong_goi,neutral
mau hỏng. phí tiền,van_chuyen,neutral
mau hỏng. phí tiền,gia_ca,negative
mau hỏng. phí tiền,overall,negative
không có nội dung đánh giá,chat_luong,neutral
không có nội dung đánh giá,dong_goi,neutral
không có nội dung đánh giá,van_chuyen,neutral
không có nội dung đánh giá,gia_ca,neutral
không có nội dung đánh giá,overall,neutral
tính năng tốt,chat_luong,positive
tính năng tốt,dong_goi,neutral
tính năng tốt,van_chuyen,neutral
tính năng tốt,gia_ca,neutral
tính năng tốt,overall,positive
tính năng tốt,chat_luong,positive
tính năng tốt,dong_goi,neutral
tính năng tốt,van_chuyen,neutral
tính năng tốt,gia_ca,neutral
tính năng tốt,overall,positive
tính năng tốt,chat_luong,positive
tính năng tốt,dong_goi,neutral
tính năng tốt,van_chuyen,neutral
tính năng tốt,gia_ca,neutral
tính năng tốt,overall,positive
không có nội dung đánh giá,chat_luong,neutral
không có nội dung đánh giá,dong_goi,neutral
không có nội dung đánh giá,van_chuyen,neutral
không có nội dung đánh giá,gia_ca,neutral
không có nội dung đánh giá,overall,neutral
hàng lỗi không sử dụng được,chat_luong,negative
hàng lỗi không sử dụng được,dong_goi,neutral
hàng lỗi không sử dụng được,van_chuyen,neutral
hàng lỗi không sử dụng được,gia_ca,neutral
hàng lỗi không sử dụng được,overall,negative
quá ok,chat_luong,positive
quá ok,dong_goi,neutral
quá ok,van_chuyen,neutral
quá ok,gia_ca,neutral
quá ok,overall,positive
bass yếu,chat_luong,negative
bass yếu,dong_goi,neutral
bass yếu,van_chuyen,neutral
bass yếu,gia_ca,neutral
bass yếu,overall,negative
giao sai màu,chat_luong,negative
giao sai màu,dong_goi,neutral
giao sai màu,van_chuyen,neutral
giao sai màu,gia_ca,neutral
giao sai màu,overall,negative
tốt,chat_luong,positive
tốt,dong_goi,neutral
tốt,van_chuyen,neutral
tốt,gia_ca,neutral
tốt,overall,positive
mọi thứ đều ok,chat_luong,positive
mọi thứ đều ok,dong_goi,neutral
mọi thứ đều ok,van_chuyen,neutral
mọi thứ đều ok,gia_ca,neutral
mọi thứ đều ok,overall,positive
xịn sò kết nối mạnh,chat_luong,positive
xịn sò kết nối mạnh,dong_goi,neutral
xịn sò kết nối mạnh,van_chuyen,neutral
xịn sò kết nối mạnh,gia_ca,neutral
xịn sò kết nối mạnh,overall,positive
ốp tốt nhưng hơi ố vàng. sạc không tác dụng,chat_luong,neutral
ốp tốt nhưng hơi ố vàng. sạc không tác dụng,dong_goi,neutral
ốp tốt nhưng hơi ố vàng. sạc không tác dụng,van_chuyen,neutral
ốp tốt nhưng hơi ố vàng. sạc không tác dụng,gia_ca,neutral
ốp tốt nhưng hơi ố vàng. sạc không tác dụng,overall,neutral
chất lượng ok. đẹp. giá rẻ. giao hàng nhiệt tình,chat_luong,positive
chất lượng ok. đẹp. giá rẻ. giao hàng nhiệt tình,dong_goi,neutral
chất lượng ok. đẹp. giá rẻ. giao hàng nhiệt tình,van_chuyen,positive
chất lượng ok. đẹp. giá rẻ. giao hàng nhiệt tình,gia_ca,positive
chất lượng ok. đẹp. giá rẻ. giao hàng nhiệt tình,overall,positive
chất lượng bình thường. không đúng mô tả. dễ ố vàng,chat_luong,negative
chất lượng bình thường. không đúng mô tả. dễ ố vàng,dong_goi,neutral
chất lượng bình thường. không đúng mô tả. dễ ố vàng,van_chuyen,neutral
chất lượng bình thường. không đúng mô tả. dễ ố vàng,gia_ca,neutral
chất lượng bình thường. không đúng mô tả. dễ ố vàng,overall,negative
bình luận rác không liên quan,chat_luong,neutral
bình luận rác không liên quan,dong_goi,neutral
bình luận rác không liên quan,van_chuyen,neutral
bình luận rác không liên quan,gia_ca,neutral
bình luận rác không liên quan,overall,neutral
gói hàng tốt. giao nhanh,chat_luong,neutral
gói hàng tốt. giao nhanh,dong_goi,positive
gói hàng tốt. giao nhanh,van_chuyen,positive
gói hàng tốt. giao nhanh,gia_ca,neutral
gói hàng tốt. giao nhanh,overall,positive
ốp như hàng đã qua sử dụng. lỗi hỏng,chat_luong,negative
ốp như hàng đã qua sử dụng. lỗi hỏng,dong_goi,neutral
ốp như hàng đã qua sử dụng. lỗi hỏng,van_chuyen,neutral
ốp như hàng đã qua sử dụng. lỗi hỏng,gia_ca,neutral
ốp như hàng đã qua sử dụng. lỗi hỏng,overall,negative
giao hàng rất nhanh. ốp dày dặn đẹp mắt,chat_luong,positive
giao hàng rất nhanh. ốp dày dặn đẹp mắt,dong_goi,neutral
giao hàng rất nhanh. ốp dày dặn đẹp mắt,van_chuyen,positive
giao hàng rất nhanh. ốp dày dặn đẹp mắt,gia_ca,neutral
