comment,aspect,sentiment,clean_comment
màu vở xinh. giấy không quá mỏng. chất lượng tốt. giá rẻ. ship nhanh,gia_ca,positive,"['màu', 'vở', 'xinh giấy', 'không', 'quá', 'mỏng', 'chất lượng', 'tốt', 'giá', 'rẻ', 'ship', 'nhanh']"
màu vở xinh. giấy không quá mỏng. chất lượng tốt. giá rẻ. ship nhanh,overall,positive,"['màu', 'vở', 'xinh giấy', 'không', 'quá', 'mỏng', 'chất lượng', 'tốt', 'giá', 'rẻ', 'ship', 'nhanh']"
hàng giao đầy đủ đóng gói chắc chắn. giá hợp lý,chat_luong,positive,"['hàng', 'giao', 'đầy đủ', 'đóng gói', 'chắc chắn', 'giá', 'hợp lý']"
hàng giao đầy đủ đóng gói chắc chắn. giá hợp lý,dong_goi,positive,"['hàng', 'giao', 'đầy đủ', 'đóng gói', 'chắc chắn', 'giá', 'hợp lý']"
hàng giao đầy đủ đóng gói chắc chắn. giá hợp lý,van_chuyen,neutral,"['hàng', 'giao', 'đầy đủ', 'đóng gói', 'chắc chắn', 'giá', 'hợp lý']"
hàng giao đầy đủ đóng gói chắc chắn. giá hợp lý,gia_ca,positive,"['hàng', 'giao', 'đầy đủ', 'đóng gói', 'chắc chắn', 'giá', 'hợp lý']"
hàng giao đầy đủ đóng gói chắc chắn. giá hợp lý,overall,positive,"['hàng', 'giao', 'đầy đủ', 'đóng gói', 'chắc chắn', 'giá', 'hợp lý']"
vở đẹp viết siêu mê. rẻ,chat_luong,positive,"['vở', 'đẹp', 'viết', 'siêu mê', 'rẻ']"
vở đẹp viết siêu mê. rẻ,dong_goi,neutral,"['vở', 'đẹp', 'viết', 'siêu mê', 'rẻ']"
vở đẹp viết siêu mê. rẻ,van_chuyen,neutral,"['vở', 'đẹp', 'viết', 'siêu mê', 'rẻ']"
vở đẹp viết siêu mê. rẻ,gia_ca,positive,"['vở', 'đẹp', 'viết', 'siêu mê', 'rẻ']"
vở đẹp viết siêu mê. rẻ,overall,positive,"['vở', 'đẹp', 'viết', 'siêu mê', 'rẻ']"
gói hàng rất cẩn thận,chat_luong,neutral,"['gói', 'hàng', 'rất', 'cẩn thận']"
gói hàng rất cẩn thận,dong_goi,positive,"['gói', 'hàng', 'rất', 'cẩn thận']"
gói hàng rất cẩn thận,van_chuyen,neutral,"['gói', 'hàng', 'rất', 'cẩn thận']"
gói hàng rất cẩn thận,gia_ca,neutral,"['gói', 'hàng', 'rất', 'cẩn thận']"
gói hàng rất cẩn thận,overall,positive,"['gói', 'hàng', 'rất', 'cẩn thận']"
vở ok đủ số lượng. giá hợp lí,chat_luong,positive,"['vở', 'ok', 'đủ', 'số lượng', 'giá', 'hợp lí']"
vở ok đủ số lượng. giá hợp lí,dong_goi,neutral,"['vở', 'ok', 'đủ', 'số lượng', 'giá', 'hợp lí']"
vở ok đủ số lượng. giá hợp lí,van_chuyen,neutral,"['vở', 'ok', 'đủ', 'số lượng', 'giá', 'hợp lí']"
vở ok đủ số lượng. giá hợp lí,gia_ca,positive,"['vở', 'ok', 'đủ', 'số lượng', 'giá', 'hợp lí']"
vở ok đủ số lượng. giá hợp lí,overall,positive,"['vở', 'ok', 'đủ', 'số lượng', 'giá', 'hợp lí']"
sổ dày bìa cứng bảo vệ tốt. giấy mềm mịn dễ viết,chat_luong,positive,"['sổ', 'dày', 'bìa', 'cứng', 'bảo vệ', 'tốt', 'giấy', 'mềm', 'mịn', 'dễ', 'viết']"
sổ dày bìa cứng bảo vệ tốt. giấy mềm mịn dễ viết,dong_goi,neutral,"['sổ', 'dày', 'bìa', 'cứng', 'bảo vệ', 'tốt', 'giấy', 'mềm', 'mịn', 'dễ', 'viết']"
sổ dày bìa cứng bảo vệ tốt. giấy mềm mịn dễ viết,van_chuyen,neutral,"['sổ', 'dày', 'bìa', 'cứng', 'bảo vệ', 'tốt', 'giấy', 'mềm', 'mịn', 'dễ', 'viết']"
sổ dày bìa cứng bảo vệ tốt. giấy mềm mịn dễ viết,gia_ca,neutral,"['sổ', 'dày', 'bìa', 'cứng', 'bảo vệ', 'tốt', 'giấy', 'mềm', 'mịn', 'dễ', 'viết']"
sổ dày bìa cứng bảo vệ tốt. giấy mềm mịn dễ viết,overall,positive,"['sổ', 'dày', 'bìa', 'cứng', 'bảo vệ', 'tốt', 'giấy', 'mềm', 'mịn', 'dễ', 'viết']"
vở dày viết thích. săn sale giá ưu đãi,chat_luong,positive,"['vở', 'dày', 'viết', 'thích', 'săn', 'sale', 'giá', 'ưu đãi']"
vở dày viết thích. săn sale giá ưu đãi,dong_goi,neutral,"['vở', 'dày', 'viết', 'thích', 'săn', 'sale', 'giá', 'ưu đãi']"
vở dày viết thích. săn sale giá ưu đãi,van_chuyen,neutral,"['vở', 'dày', 'viết', 'thích', 'săn', 'sale', 'giá', 'ưu đãi']"
vở dày viết thích. săn sale giá ưu đãi,gia_ca,positive,"['vở', 'dày', 'viết', 'thích', 'săn', 'sale', 'giá', 'ưu đãi']"
vở dày viết thích. săn sale giá ưu đãi,overall,positive,"['vở', 'dày', 'viết', 'thích', 'săn', 'sale', 'giá', 'ưu đãi']"
độ dày khá viết êm đường kẻ rõ ràng. giao hàng nhanh,chat_luong,positive,"['độ', 'dày', 'khá', 'viết', 'êm đường', 'kẻ', 'rõ ràng', 'giao', 'hàng', 'nhanh']"
độ dày khá viết êm đường kẻ rõ ràng. giao hàng nhanh,dong_goi,neutral,"['độ', 'dày', 'khá', 'viết', 'êm đường', 'kẻ', 'rõ ràng', 'giao', 'hàng', 'nhanh']"
độ dày khá viết êm đường kẻ rõ ràng. giao hàng nhanh,van_chuyen,positive,"['độ', 'dày', 'khá', 'viết', 'êm đường', 'kẻ', 'rõ ràng', 'giao', 'hàng', 'nhanh']"
độ dày khá viết êm đường kẻ rõ ràng. giao hàng nhanh,gia_ca,neutral,"['độ', 'dày', 'khá', 'viết', 'êm đường', 'kẻ', 'rõ ràng', 'giao', 'hàng', 'nhanh']"
độ dày khá viết êm đường kẻ rõ ràng. giao hàng nhanh,overall,positive,"['độ', 'dày', 'khá', 'viết', 'êm đường', 'kẻ', 'rõ ràng', 'giao', 'hàng', 'nhanh']"
bình luận rác không liên quan,chat_luong,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,dong_goi,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,van_chuyen,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,gia_ca,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,overall,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
chất lượng ok. đóng gói cẩn thận. giao nhanh,chat_luong,positive,"['chất lượng', 'ok', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
chất lượng ok. đóng gói cẩn thận. giao nhanh,dong_goi,positive,"['chất lượng', 'ok', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
chất lượng ok. đóng gói cẩn thận. giao nhanh,van_chuyen,positive,"['chất lượng', 'ok', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
chất lượng ok. đóng gói cẩn thận. giao nhanh,gia_ca,neutral,"['chất lượng', 'ok', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
chất lượng ok. đóng gói cẩn thận. giao nhanh,overall,positive,"['chất lượng', 'ok', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
đẹp không lỗi. đóng gói kĩ. giao nhanh,chat_luong,positive,"['đẹp', 'không', 'lỗi', 'đóng gói', 'kĩ', 'giao', 'nhanh']"
đẹp không lỗi. đóng gói kĩ. giao nhanh,dong_goi,positive,"['đẹp', 'không', 'lỗi', 'đóng gói', 'kĩ', 'giao', 'nhanh']"
đẹp không lỗi. đóng gói kĩ. giao nhanh,van_chuyen,positive,"['đẹp', 'không', 'lỗi', 'đóng gói', 'kĩ', 'giao', 'nhanh']"
đẹp không lỗi. đóng gói kĩ. giao nhanh,gia_ca,neutral,"['đẹp', 'không', 'lỗi', 'đóng gói', 'kĩ', 'giao', 'nhanh']"
đẹp không lỗi. đóng gói kĩ. giao nhanh,overall,positive,"['đẹp', 'không', 'lỗi', 'đóng gói', 'kĩ', 'giao', 'nhanh']"
vở đẹp giấy trắng dày dặn,chat_luong,positive,"['vở', 'đẹp', 'giấy', 'trắng', 'dày', 'dặn']"
vở đẹp giấy trắng dày dặn,dong_goi,neutral,"['vở', 'đẹp', 'giấy', 'trắng', 'dày', 'dặn']"
vở đẹp giấy trắng dày dặn,van_chuyen,neutral,"['vở', 'đẹp', 'giấy', 'trắng', 'dày', 'dặn']"
vở đẹp giấy trắng dày dặn,gia_ca,neutral,"['vở', 'đẹp', 'giấy', 'trắng', 'dày', 'dặn']"
vở đẹp giấy trắng dày dặn,overall,positive,"['vở', 'đẹp', 'giấy', 'trắng', 'dày', 'dặn']"
chất lượng tốt dùng thích giấy trắng đều đẹp mịn,chat_luong,positive,"['chất lượng', 'tốt', 'dùng', 'thích', 'giấy', 'trắng', 'đều', 'đẹp', 'mịn']"
chất lượng tốt dùng thích giấy trắng đều đẹp mịn,dong_goi,neutral,"['chất lượng', 'tốt', 'dùng', 'thích', 'giấy', 'trắng', 'đều', 'đẹp', 'mịn']"
chất lượng tốt dùng thích giấy trắng đều đẹp mịn,van_chuyen,neutral,"['chất lượng', 'tốt', 'dùng', 'thích', 'giấy', 'trắng', 'đều', 'đẹp', 'mịn']"
chất lượng tốt dùng thích giấy trắng đều đẹp mịn,gia_ca,neutral,"['chất lượng', 'tốt', 'dùng', 'thích', 'giấy', 'trắng', 'đều', 'đẹp', 'mịn']"
chất lượng tốt dùng thích giấy trắng đều đẹp mịn,overall,positive,"['chất lượng', 'tốt', 'dùng', 'thích', 'giấy', 'trắng', 'đều', 'đẹp', 'mịn']"
đóng gói hàng chỉn chu cẩn thận đẹp,chat_luong,neutral,"['đóng gói', 'hàng', 'chỉn', 'chu cẩn thận', 'đẹp']"
đóng gói hàng chỉn chu cẩn thận đẹp,dong_goi,positive,"['đóng gói', 'hàng', 'chỉn', 'chu cẩn thận', 'đẹp']"
đóng gói hàng chỉn chu cẩn thận đẹp,van_chuyen,neutral,"['đóng gói', 'hàng', 'chỉn', 'chu cẩn thận', 'đẹp']"
đóng gói hàng chỉn chu cẩn thận đẹp,gia_ca,neutral,"['đóng gói', 'hàng', 'chỉn', 'chu cẩn thận', 'đẹp']"
đóng gói hàng chỉn chu cẩn thận đẹp,overall,positive,"['đóng gói', 'hàng', 'chỉn', 'chu cẩn thận', 'đẹp']"
bình luận rác không liên quan,chat_luong,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,dong_goi,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,van_chuyen,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,gia_ca,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,overall,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
vở giấy tốt viết thích. xứng đáng giá tiền,chat_luong,positive,"['vở', 'giấy', 'tốt', 'viết', 'thích', 'xứng đáng giá', 'tiền']"
vở giấy tốt viết thích. xứng đáng giá tiền,dong_goi,neutral,"['vở', 'giấy', 'tốt', 'viết', 'thích', 'xứng đáng giá', 'tiền']"
vở giấy tốt viết thích. xứng đáng giá tiền,van_chuyen,neutral,"['vở', 'giấy', 'tốt', 'viết', 'thích', 'xứng đáng giá', 'tiền']"
vở giấy tốt viết thích. xứng đáng giá tiền,gia_ca,positive,"['vở', 'giấy', 'tốt', 'viết', 'thích', 'xứng đáng giá', 'tiền']"
vở giấy tốt viết thích. xứng đáng giá tiền,overall,positive,"['vở', 'giấy', 'tốt', 'viết', 'thích', 'xứng đáng giá', 'tiền']"
vở cầm sướng tay chất lượng. đáng mua đúng giá tiền,chat_luong,positive,"['vở', 'cầm', 'sướng', 'tay', 'chất lượng', 'đáng', 'mua', 'đúng', 'giá', 'tiền']"
vở cầm sướng tay chất lượng. đáng mua đúng giá tiền,dong_goi,neutral,"['vở', 'cầm', 'sướng', 'tay', 'chất lượng', 'đáng', 'mua', 'đúng', 'giá', 'tiền']"
vở cầm sướng tay chất lượng. đáng mua đúng giá tiền,van_chuyen,neutral,"['vở', 'cầm', 'sướng', 'tay', 'chất lượng', 'đáng', 'mua', 'đúng', 'giá', 'tiền']"
vở cầm sướng tay chất lượng. đáng mua đúng giá tiền,gia_ca,positive,"['vở', 'cầm', 'sướng', 'tay', 'chất lượng', 'đáng', 'mua', 'đúng', 'giá', 'tiền']"
vở cầm sướng tay chất lượng. đáng mua đúng giá tiền,overall,positive,"['vở', 'cầm', 'sướng', 'tay', 'chất lượng', 'đáng', 'mua', 'đúng', 'giá', 'tiền']"
sách viết đẹp. giao đủ số lượng đúng hẹn,chat_luong,positive,"['sách', 'viết', 'đẹp', 'giao', 'đủ', 'số lượng', 'đúng', 'hẹn']"
sách viết đẹp. giao đủ số lượng đúng hẹn,dong_goi,neutral,"['sách', 'viết', 'đẹp', 'giao', 'đủ', 'số lượng', 'đúng', 'hẹn']"
sách viết đẹp. giao đủ số lượng đúng hẹn,van_chuyen,positive,"['sách', 'viết', 'đẹp', 'giao', 'đủ', 'số lượng', 'đúng', 'hẹn']"
sách viết đẹp. giao đủ số lượng đúng hẹn,gia_ca,neutral,"['sách', 'viết', 'đẹp', 'giao', 'đủ', 'số lượng', 'đúng', 'hẹn']"
sách viết đẹp. giao đủ số lượng đúng hẹn,overall,positive,"['sách', 'viết', 'đẹp', 'giao', 'đủ', 'số lượng', 'đúng', 'hẹn']"
bình luận rác không liên quan,chat_luong,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,dong_goi,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,van_chuyen,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,gia_ca,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
bình luận rác không liên quan,overall,neutral,"['bình luận', 'rác', 'không', 'liên quan']"
màu đẹp giao đủ. giá ok,chat_luong,positive,"['màu', 'đẹp', 'giao', 'đủ', 'giá', 'ok']"
màu đẹp giao đủ. giá ok,dong_goi,neutral,"['màu', 'đẹp', 'giao', 'đủ', 'giá', 'ok']"
màu đẹp giao đủ. giá ok,van_chuyen,neutral,"['màu', 'đẹp', 'giao', 'đủ', 'giá', 'ok']"
màu đẹp giao đủ. giá ok,gia_ca,positive,"['màu', 'đẹp', 'giao', 'đủ', 'giá', 'ok']"
màu đẹp giao đủ. giá ok,overall,positive,"['màu', 'đẹp', 'giao', 'đủ', 'giá', 'ok']"
viết rẻ. giấy giống ở ngoài nhưng giá rẻ hơn,chat_luong,neutral,"['viết', 'rẻ', 'giấy', 'giống', 'ở', 'ngoài', 'nhưng', 'giá', 'rẻ', 'hơn']"
viết rẻ. giấy giống ở ngoài nhưng giá rẻ hơn,dong_goi,neutral,"['viết', 'rẻ', 'giấy', 'giống', 'ở', 'ngoài', 'nhưng', 'giá', 'rẻ', 'hơn']"
viết rẻ. giấy giống ở ngoài nhưng giá rẻ hơn,van_chuyen,neutral,"['viết', 'rẻ', 'giấy', 'giống', 'ở', 'ngoài', 'nhưng', 'giá', 'rẻ', 'hơn']"
viết rẻ. giấy giống ở ngoài nhưng giá rẻ hơn,gia_ca,positive,"['viết', 'rẻ', 'giấy', 'giống', 'ở', 'ngoài', 'nhưng', 'giá', 'rẻ', 'hơn']"
viết rẻ. giấy giống ở ngoài nhưng giá rẻ hơn,overall,positive,"['viết', 'rẻ', 'giấy', 'giống', 'ở', 'ngoài', 'nhưng', 'giá', 'rẻ', 'hơn']"
chất lượng tốt. đóng gói cẩn thận. giao nhanh,chat_luong,positive,"['chất lượng', 'tốt', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
chất lượng tốt. đóng gói cẩn thận. giao nhanh,dong_goi,positive,"['chất lượng', 'tốt', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
chất lượng tốt. đóng gói cẩn thận. giao nhanh,van_chuyen,positive,"['chất lượng', 'tốt', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
chất lượng tốt. đóng gói cẩn thận. giao nhanh,gia_ca,neutral,"['chất lượng', 'tốt', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
chất lượng tốt. đóng gói cẩn thận. giao nhanh,overall,positive,"['chất lượng', 'tốt', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
viết khá êm. phù hợp giá tiền,chat_luong,positive,"['viết', 'khá', 'êm', 'phù hợp', 'giá', 'tiền']"
viết khá êm. phù hợp giá tiền,dong_goi,neutral,"['viết', 'khá', 'êm', 'phù hợp', 'giá', 'tiền']"
viết khá êm. phù hợp giá tiền,van_chuyen,neutral,"['viết', 'khá', 'êm', 'phù hợp', 'giá', 'tiền']"
viết khá êm. phù hợp giá tiền,gia_ca,positive,"['viết', 'khá', 'êm', 'phù hợp', 'giá', 'tiền']"
viết khá êm. phù hợp giá tiền,overall,positive,"['viết', 'khá', 'êm', 'phù hợp', 'giá', 'tiền']"
giấy trắng ăn mực tốt. vở 120 trang hơi mỏng. giao nhanh đúng hẹn,chat_luong,neutral,"['giấy', 'trắng', 'ăn mực', 'tốt vở', '120', 'trang', 'hơi', 'mỏng', 'giao', 'nhanh', 'đúng', 'hẹn']"
giấy trắng ăn mực tốt. vở 120 trang hơi mỏng. giao nhanh đúng hẹn,dong_goi,neutral,"['giấy', 'trắng', 'ăn mực', 'tốt vở', '120', 'trang', 'hơi', 'mỏng', 'giao', 'nhanh', 'đúng', 'hẹn']"
giấy trắng ăn mực tốt. vở 120 trang hơi mỏng. giao nhanh đúng hẹn,van_chuyen,positive,"['giấy', 'trắng', 'ăn mực', 'tốt vở', '120', 'trang', 'hơi', 'mỏng', 'giao', 'nhanh', 'đúng', 'hẹn']"
giấy trắng ăn mực tốt. vở 120 trang hơi mỏng. giao nhanh đúng hẹn,gia_ca,neutral,"['giấy', 'trắng', 'ăn mực', 'tốt vở', '120', 'trang', 'hơi', 'mỏng', 'giao', 'nhanh', 'đúng', 'hẹn']"
giấy trắng ăn mực tốt. vở 120 trang hơi mỏng. giao nhanh đúng hẹn,overall,positive,"['giấy', 'trắng', 'ăn mực', 'tốt vở', '120', 'trang', 'hơi', 'mỏng', 'giao', 'nhanh', 'đúng', 'hẹn']"
tập lớn bìa dày viết thoải mái. giấy mỏng dễ lem. đủ số lượng giao nhanh,chat_luong,neutral,"['tập', 'lớn', 'bìa', 'dày', 'viết', 'thoải mái', 'giấy', 'mỏng', 'dễ', 'lem', 'đủ', 'số lượng', 'giao', 'nhanh']"
tập lớn bìa dày viết thoải mái. giấy mỏng dễ lem. đủ số lượng giao nhanh,dong_goi,neutral,"['tập', 'lớn', 'bìa', 'dày', 'viết', 'thoải mái', 'giấy', 'mỏng', 'dễ', 'lem', 'đủ', 'số lượng', 'giao', 'nhanh']"
tập lớn bìa dày viết thoải mái. giấy mỏng dễ lem. đủ số lượng giao nhanh,van_chuyen,positive,"['tập', 'lớn', 'bìa', 'dày', 'viết', 'thoải mái', 'giấy', 'mỏng', 'dễ', 'lem', 'đủ', 'số lượng', 'giao', 'nhanh']"
tập lớn bìa dày viết thoải mái. giấy mỏng dễ lem. đủ số lượng giao nhanh,gia_ca,neutral,"['tập', 'lớn', 'bìa', 'dày', 'viết', 'thoải mái', 'giấy', 'mỏng', 'dễ', 'lem', 'đủ', 'số lượng', 'giao', 'nhanh']"
tập lớn bìa dày viết thoải mái. giấy mỏng dễ lem. đủ số lượng giao nhanh,overall,positive,"['tập', 'lớn', 'bìa', 'dày', 'viết', 'thoải mái', 'giấy', 'mỏng', 'dễ', 'lem', 'đủ', 'số lượng', 'giao', 'nhanh']"
vở đẹp. gói cẩn thận. giá rẻ,chat_luong,positive,"['vở', 'đẹp gói', 'cẩn thận', 'giá', 'rẻ']"
vở đẹp. gói cẩn thận. giá rẻ,dong_goi,positive,"['vở', 'đẹp gói', 'cẩn thận', 'giá', 'rẻ']"
vở đẹp. gói cẩn thận. giá rẻ,van_chuyen,neutral,"['vở', 'đẹp gói', 'cẩn thận', 'giá', 'rẻ']"
vở đẹp. gói cẩn thận. giá rẻ,gia_ca,positive,"['vở', 'đẹp gói', 'cẩn thận', 'giá', 'rẻ']"
vở đẹp. gói cẩn thận. giá rẻ,overall,positive,"['vở', 'đẹp gói', 'cẩn thận', 'giá', 'rẻ']"
tập to bị móp góc,chat_luong,negative,"['tập', 'to', 'bị', 'móp', 'góc']"
tập to bị móp góc,dong_goi,negative,"['tập', 'to', 'bị', 'móp', 'góc']"
tập to bị móp góc,van_chuyen,neutral,"['tập', 'to', 'bị', 'móp', 'góc']"
tập to bị móp góc,gia_ca,neutral,"['tập', 'to', 'bị', 'móp', 'góc']"
tập to bị móp góc,overall,negative,"['tập', 'to', 'bị', 'móp', 'góc']"
giấy hơi mỏng. giá siêu rẻ,chat_luong,neutral,"['giấy', 'hơi', 'mỏng', 'giá', 'siêu', 'rẻ']"
giấy hơi mỏng. giá siêu rẻ,dong_goi,neutral,"['giấy', 'hơi', 'mỏng', 'giá', 'siêu', 'rẻ']"
giấy hơi mỏng. giá siêu rẻ,van_chuyen,neutral,"['giấy', 'hơi', 'mỏng', 'giá', 'siêu', 'rẻ']"
giấy hơi mỏng. giá siêu rẻ,gia_ca,positive,"['giấy', 'hơi', 'mỏng', 'giá', 'siêu', 'rẻ']"
giấy hơi mỏng. giá siêu rẻ,overall,positive,"['giấy', 'hơi', 'mỏng', 'giá', 'siêu', 'rẻ']"
vở dày dặn. đóng gói chắc chắn,chat_luong,positive,"['vở', 'dày dặn', 'đóng gói', 'chắc chắn']"
vở dày dặn. đóng gói chắc chắn,dong_goi,positive,"['vở', 'dày dặn', 'đóng gói', 'chắc chắn']"
vở dày dặn. đóng gói chắc chắn,van_chuyen,neutral,"['vở', 'dày dặn', 'đóng gói', 'chắc chắn']"
vở dày dặn. đóng gói chắc chắn,gia_ca,neutral,"['vở', 'dày dặn', 'đóng gói', 'chắc chắn']"
vở dày dặn. đóng gói chắc chắn,overall,positive,"['vở', 'dày dặn', 'đóng gói', 'chắc chắn']"
chất lượng khỏi bàn. giao nhanh đúng hẹn,chat_luong,positive,"['chất lượng', 'khỏi', 'bàn giao', 'nhanh', 'đúng', 'hẹn']"
chất lượng khỏi bàn. giao nhanh đúng hẹn,dong_goi,neutral,"['chất lượng', 'khỏi', 'bàn giao', 'nhanh', 'đúng', 'hẹn']"
chất lượng khỏi bàn. giao nhanh đúng hẹn,van_chuyen,positive,"['chất lượng', 'khỏi', 'bàn giao', 'nhanh', 'đúng', 'hẹn']"
chất lượng khỏi bàn. giao nhanh đúng hẹn,gia_ca,neutral,"['chất lượng', 'khỏi', 'bàn giao', 'nhanh', 'đúng', 'hẹn']"
chất lượng khỏi bàn. giao nhanh đúng hẹn,overall,positive,"['chất lượng', 'khỏi', 'bàn giao', 'nhanh', 'đúng', 'hẹn']"
giá rẻ. đóng gói cẩn thận. giao nhanh,chat_luong,neutral,"['giá', 'rẻ', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
giá rẻ. đóng gói cẩn thận. giao nhanh,dong_goi,positive,"['giá', 'rẻ', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
giá rẻ. đóng gói cẩn thận. giao nhanh,van_chuyen,positive,"['giá', 'rẻ', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
giá rẻ. đóng gói cẩn thận. giao nhanh,gia_ca,positive,"['giá', 'rẻ', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
giá rẻ. đóng gói cẩn thận. giao nhanh,overall,positive,"['giá', 'rẻ', 'đóng gói', 'cẩn thận', 'giao', 'nhanh']"
mua lại nhiều lần. giá rẻ. nên mua. ủng hộ shop lâu dài,chat_luong,positive,"['mua', 'lại', 'nhiều', 'lần', 'giá', 'rẻ', 'nên', 'mua', 'ủng hộ', 'shop', 'lâu dài']"
mua lại nhiều lần. giá rẻ. nên mua. ủng hộ shop lâu dài,dong_goi,neutral,"['mua', 'lại', 'nhiều', 'lần', 'giá', 'rẻ', 'nên', 'mua', 'ủng hộ', 'shop', 'lâu dài']"
mua lại nhiều lần. giá rẻ. nên mua. ủng hộ shop lâu dài,van_chuyen,neutral,"['mua', 'lại', 'nhiều', 'lần', 'giá', 'rẻ', 'nên', 'mua', 'ủng hộ', 'shop', 'lâu dài']"
mua lại nhiều lần. giá rẻ. nên mua. ủng hộ shop lâu dài,gia_ca,positive,"['mua', 'lại', 'nhiều', 'lần', 'giá', 'rẻ', 'nên', 'mua', 'ủng hộ', 'shop', 'lâu dài']"
mua lại nhiều lần. giá rẻ. nên mua. ủng hộ shop lâu dài,overall,positive,"['mua', 'lại', 'nhiều', 'lần', 'giá', 'rẻ', 'nên', 'mua', 'ủng hộ', 'shop', 'lâu dài']"
giá rẻ mà chất lượng. bút viết trơn tru. ngòi thay dễ dàng,chat_luong,positive,"['giá', 'rẻ', 'mà', 'chất lượng', 'bút', 'viết', 'trơn tru', 'ngòi', 'thay', 'dễ dàng']"
giá rẻ mà chất lượng. bút viết trơn tru. ngòi thay dễ dàng,dong_goi,neutral,"['giá', 'rẻ', 'mà', 'chất lượng', 'bút', 'viết', 'trơn tru', 'ngòi', 'thay', 'dễ dàng']"
giá rẻ mà chất lượng. bút viết trơn tru. ngòi thay dễ dàng,van_chuyen,neutral,"['giá', 'rẻ', 'mà', 'chất lượng', 'bút', 'viết', 'trơn tru', 'ngòi', 'thay', 'dễ dàng']"
giá rẻ mà chất lượng. bút viết trơn tru. ngòi thay dễ dàng,gia_ca,positive,"['giá', 'rẻ', 'mà', 'chất lượng', 'bút', 'viết', 'trơn tru', 'ngòi', 'thay', 'dễ dàng']"
giá rẻ mà chất lượng. bút viết trơn tru. ngòi thay dễ dàng,overall,positive,"['giá', 'rẻ', 'mà', 'chất lượng', 'bút', 'viết', 'trơn tru', 'ngòi', 'thay', 'dễ dàng']"
quá rẻ và đẹp. bút viết êm. ra đều mực,chat_luong,positive,"['quá', 'rẻ', 'và', 'đẹp', 'bút', 'viết', 'êm', 'ra', 'đều', 'mực']"
quá rẻ và đẹp. bút viết êm. ra đều mực,dong_goi,neutral,"['quá', 'rẻ', 'và', 'đẹp', 'bút', 'viết', 'êm', 'ra', 'đều', 'mực']"
quá rẻ và đẹp. bút viết êm. ra đều mực,van_chuyen,neutral,"['quá', 'rẻ', 'và', 'đẹp', 'bút', 'viết', 'êm', 'ra', 'đều', 'mực']"
quá rẻ và đẹp. bút viết êm. ra đều mực,gia_ca,positive,"['quá', 'rẻ', 'và', 'đẹp', 'bút', 'viết', 'êm', 'ra', 'đều', 'mực']"
quá rẻ và đẹp. bút viết êm. ra đều mực,overall,positive,"['quá', 'rẻ', 'và', 'đẹp', 'bút', 'viết', 'êm', 'ra', 'đều', 'mực']"
giao hàng nhanh đầy đủ. bút viết rõ nét không tắc mực nhiều. ổn nha,chat_luong,positive,"['giao', 'hàng', 'nhanh', 'đầy đủ', 'bút', 'viết', 'rõ', 'nét', 'không', 'tắc mực', 'nhiều', 'ổn', 'nha']"
giao hàng nhanh đầy đủ. bút viết rõ nét không tắc mực nhiều. ổn nha,dong_goi,neutral,"['giao', 'hàng', 'nhanh', 'đầy đủ', 'bút', 'viết', 'rõ', 'nét', 'không', 'tắc mực', 'nhiều', 'ổn', 'nha']"
giao hàng nhanh đầy đủ. bút viết rõ nét không tắc mực nhiều. ổn nha,van_chuyen,positive,"['giao', 'hàng', 'nhanh', 'đầy đủ', 'bút', 'viết', 'rõ', 'nét', 'không', 'tắc mực', 'nhiều', 'ổn', 'nha']"
