comment,aspect,sentiment,clean_comment,text_input
đủ số lượng bút. được tặng kèm sticker. shop chu đáo,gia_ca,neutral,"['đủ', 'số lượng', 'bút', 'được', 'tặng', 'kèm', 'sticker', 'shop', 'chu đáo']","['đủ', 'số lượng', 'bút', 'được', 'tặng', 'kèm', 'sticker', 'shop', 'chu đáo'] aspect_gia_ca"
đủ số lượng bút. được tặng kèm sticker. shop chu đáo,overall,positive,"['đủ', 'số lượng', 'bút', 'được', 'tặng', 'kèm', 'sticker', 'shop', 'chu đáo']","['đủ', 'số lượng', 'bút', 'được', 'tặng', 'kèm', 'sticker', 'shop', 'chu đáo'] aspect_overall"
giao đầy đủ không thiếu nắp. bút viết trơn mực. shop gói kĩ tặng thêm sticker. ship thân thiện,chat_luong,positive,"['giao', 'đầy đủ', 'không', 'thiếu', 'nắp', 'bút', 'viết', 'trơn mực', 'shop gói', 'kĩ tặng', 'thêm', 'sticker', 'ship', 'thân thiện']","['giao', 'đầy đủ', 'không', 'thiếu', 'nắp', 'bút', 'viết', 'trơn mực', 'shop gói', 'kĩ tặng', 'thêm', 'sticker', 'ship', 'thân thiện'] aspect_chat_luong"
giao đầy đủ không thiếu nắp. bút viết trơn mực. shop gói kĩ tặng thêm sticker. ship thân thiện,dong_goi,positive,"['giao', 'đầy đủ', 'không', 'thiếu', 'nắp', 'bút', 'viết', 'trơn mực', 'shop gói', 'kĩ tặng', 'thêm', 'sticker', 'ship', 'thân thiện']","['giao', 'đầy đủ', 'không', 'thiếu', 'nắp', 'bút', 'viết', 'trơn mực', 'shop gói', 'kĩ tặng', 'thêm', 'sticker', 'ship', 'thân thiện'] aspect_dong_goi"
giao đầy đủ không thiếu nắp. bút viết trơn mực. shop gói kĩ tặng thêm sticker. ship thân thiện,van_chuyen,positive,"['giao', 'đầy đủ', 'không', 'thiếu', 'nắp', 'bút', 'viết', 'trơn mực', 'shop gói', 'kĩ tặng', 'thêm', 'sticker', 'ship', 'thân thiện']","['giao', 'đầy đủ', 'không', 'thiếu', 'nắp', 'bút', 'viết', 'trơn mực', 'shop gói', 'kĩ tặng', 'thêm', 'sticker', 'ship', 'thân thiện'] aspect_van_chuyen"
giao đầy đủ không thiếu nắp. bút viết trơn mực. shop gói kĩ tặng thêm sticker. ship thân thiện,gia_ca,neutral,"['giao', 'đầy đủ', 'không', 'thiếu', 'nắp', 'bút', 'viết', 'trơn mực', 'shop gói', 'kĩ tặng', 'thêm', 'sticker', 'ship', 'thân thiện']","['giao', 'đầy đủ', 'không', 'thiếu', 'nắp', 'bút', 'viết', 'trơn mực', 'shop gói', 'kĩ tặng', 'thêm', 'sticker', 'ship', 'thân thiện'] aspect_gia_ca"
giao đầy đủ không thiếu nắp. bút viết trơn mực. shop gói kĩ tặng thêm sticker. ship thân thiện,overall,positive,"['giao', 'đầy đủ', 'không', 'thiếu', 'nắp', 'bút', 'viết', 'trơn mực', 'shop gói', 'kĩ tặng', 'thêm', 'sticker', 'ship', 'thân thiện']","['giao', 'đầy đủ', 'không', 'thiếu', 'nắp', 'bút', 'viết', 'trơn mực', 'shop gói', 'kĩ tặng', 'thêm', 'sticker', 'ship', 'thân thiện'] aspect_overall"
sản phẩm chất lượng cao. giá rẻ nhất. khá tốt,chat_luong,positive,"['sản phẩm', 'chất lượng', 'cao', 'giá', 'rẻ', 'nhất', 'khá', 'tốt']","['sản phẩm', 'chất lượng', 'cao', 'giá', 'rẻ', 'nhất', 'khá', 'tốt'] aspect_chat_luong"
sản phẩm chất lượng cao. giá rẻ nhất. khá tốt,dong_goi,neutral,"['sản phẩm', 'chất lượng', 'cao', 'giá', 'rẻ', 'nhất', 'khá', 'tốt']","['sản phẩm', 'chất lượng', 'cao', 'giá', 'rẻ', 'nhất', 'khá', 'tốt'] aspect_dong_goi"
sản phẩm chất lượng cao. giá rẻ nhất. khá tốt,van_chuyen,neutral,"['sản phẩm', 'chất lượng', 'cao', 'giá', 'rẻ', 'nhất', 'khá', 'tốt']","['sản phẩm', 'chất lượng', 'cao', 'giá', 'rẻ', 'nhất', 'khá', 'tốt'] aspect_van_chuyen"
sản phẩm chất lượng cao. giá rẻ nhất. khá tốt,gia_ca,positive,"['sản phẩm', 'chất lượng', 'cao', 'giá', 'rẻ', 'nhất', 'khá', 'tốt']","['sản phẩm', 'chất lượng', 'cao', 'giá', 'rẻ', 'nhất', 'khá', 'tốt'] aspect_gia_ca"
sản phẩm chất lượng cao. giá rẻ nhất. khá tốt,overall,positive,"['sản phẩm', 'chất lượng', 'cao', 'giá', 'rẻ', 'nhất', 'khá', 'tốt']","['sản phẩm', 'chất lượng', 'cao', 'giá', 'rẻ', 'nhất', 'khá', 'tốt'] aspect_overall"
mực ra đều viết đẹp không bị tắc. cầm bút không đau tay. sẽ mua lại,chat_luong,positive,"['mực', 'ra', 'đều', 'viết', 'đẹp', 'không', 'bị', 'tắc', 'cầm bút', 'không', 'đau', 'tay', 'sẽ', 'mua', 'lại']","['mực', 'ra', 'đều', 'viết', 'đẹp', 'không', 'bị', 'tắc', 'cầm bút', 'không', 'đau', 'tay', 'sẽ', 'mua', 'lại'] aspect_chat_luong"
mực ra đều viết đẹp không bị tắc. cầm bút không đau tay. sẽ mua lại,dong_goi,neutral,"['mực', 'ra', 'đều', 'viết', 'đẹp', 'không', 'bị', 'tắc', 'cầm bút', 'không', 'đau', 'tay', 'sẽ', 'mua', 'lại']","['mực', 'ra', 'đều', 'viết', 'đẹp', 'không', 'bị', 'tắc', 'cầm bút', 'không', 'đau', 'tay', 'sẽ', 'mua', 'lại'] aspect_dong_goi"
mực ra đều viết đẹp không bị tắc. cầm bút không đau tay. sẽ mua lại,van_chuyen,neutral,"['mực', 'ra', 'đều', 'viết', 'đẹp', 'không', 'bị', 'tắc', 'cầm bút', 'không', 'đau', 'tay', 'sẽ', 'mua', 'lại']","['mực', 'ra', 'đều', 'viết', 'đẹp', 'không', 'bị', 'tắc', 'cầm bút', 'không', 'đau', 'tay', 'sẽ', 'mua', 'lại'] aspect_van_chuyen"
mực ra đều viết đẹp không bị tắc. cầm bút không đau tay. sẽ mua lại,gia_ca,neutral,"['mực', 'ra', 'đều', 'viết', 'đẹp', 'không', 'bị', 'tắc', 'cầm bút', 'không', 'đau', 'tay', 'sẽ', 'mua', 'lại']","['mực', 'ra', 'đều', 'viết', 'đẹp', 'không', 'bị', 'tắc', 'cầm bút', 'không', 'đau', 'tay', 'sẽ', 'mua', 'lại'] aspect_gia_ca"
mực ra đều viết đẹp không bị tắc. cầm bút không đau tay. sẽ mua lại,overall,positive,"['mực', 'ra', 'đều', 'viết', 'đẹp', 'không', 'bị', 'tắc', 'cầm bút', 'không', 'đau', 'tay', 'sẽ', 'mua', 'lại']","['mực', 'ra', 'đều', 'viết', 'đẹp', 'không', 'bị', 'tắc', 'cầm bút', 'không', 'đau', 'tay', 'sẽ', 'mua', 'lại'] aspect_overall"
chất lượng ok. đúng mô tả. giá rẻ nên mua,chat_luong,positive,"['chất lượng', 'ok', 'đúng', 'mô tả', 'giá', 'rẻ', 'nên', 'mua']","['chất lượng', 'ok', 'đúng', 'mô tả', 'giá', 'rẻ', 'nên', 'mua'] aspect_chat_luong"
chất lượng ok. đúng mô tả. giá rẻ nên mua,dong_goi,neutral,"['chất lượng', 'ok', 'đúng', 'mô tả', 'giá', 'rẻ', 'nên', 'mua']","['chất lượng', 'ok', 'đúng', 'mô tả', 'giá', 'rẻ', 'nên', 'mua'] aspect_dong_goi"
chất lượng ok. đúng mô tả. giá rẻ nên mua,van_chuyen,neutral,"['chất lượng', 'ok', 'đúng', 'mô tả', 'giá', 'rẻ', 'nên', 'mua']","['chất lượng', 'ok', 'đúng', 'mô tả', 'giá', 'rẻ', 'nên', 'mua'] aspect_van_chuyen"
chất lượng ok. đúng mô tả. giá rẻ nên mua,gia_ca,positive,"['chất lượng', 'ok', 'đúng', 'mô tả', 'giá', 'rẻ', 'nên', 'mua']","['chất lượng', 'ok', 'đúng', 'mô tả', 'giá', 'rẻ', 'nên', 'mua'] aspect_gia_ca"
chất lượng ok. đúng mô tả. giá rẻ nên mua,overall,positive,"['chất lượng', 'ok', 'đúng', 'mô tả', 'giá', 'rẻ', 'nên', 'mua']","['chất lượng', 'ok', 'đúng', 'mô tả', 'giá', 'rẻ', 'nên', 'mua'] aspect_overall"
bút mua nhiều lần đều ưng. viết trơn đều màu. giá rẻ,chat_luong,positive,"['bút', 'mua', 'nhiều', 'lần', 'đều', 'ưng', 'viết', 'trơn', 'đều', 'màu', 'giá', 'rẻ']","['bút', 'mua', 'nhiều', 'lần', 'đều', 'ưng', 'viết', 'trơn', 'đều', 'màu', 'giá', 'rẻ'] aspect_chat_luong"
bút mua nhiều lần đều ưng. viết trơn đều màu. giá rẻ,dong_goi,neutral,"['bút', 'mua', 'nhiều', 'lần', 'đều', 'ưng', 'viết', 'trơn', 'đều', 'màu', 'giá', 'rẻ']","['bút', 'mua', 'nhiều', 'lần', 'đều', 'ưng', 'viết', 'trơn', 'đều', 'màu', 'giá', 'rẻ'] aspect_dong_goi"
bút mua nhiều lần đều ưng. viết trơn đều màu. giá rẻ,van_chuyen,neutral,"['bút', 'mua', 'nhiều', 'lần', 'đều', 'ưng', 'viết', 'trơn', 'đều', 'màu', 'giá', 'rẻ']","['bút', 'mua', 'nhiều', 'lần', 'đều', 'ưng', 'viết', 'trơn', 'đều', 'màu', 'giá', 'rẻ'] aspect_van_chuyen"
bút mua nhiều lần đều ưng. viết trơn đều màu. giá rẻ,gia_ca,positive,"['bút', 'mua', 'nhiều', 'lần', 'đều', 'ưng', 'viết', 'trơn', 'đều', 'màu', 'giá', 'rẻ']","['bút', 'mua', 'nhiều', 'lần', 'đều', 'ưng', 'viết', 'trơn', 'đều', 'màu', 'giá', 'rẻ'] aspect_gia_ca"
bút mua nhiều lần đều ưng. viết trơn đều màu. giá rẻ,overall,positive,"['bút', 'mua', 'nhiều', 'lần', 'đều', 'ưng', 'viết', 'trơn', 'đều', 'màu', 'giá', 'rẻ']","['bút', 'mua', 'nhiều', 'lần', 'đều', 'ưng', 'viết', 'trơn', 'đều', 'màu', 'giá', 'rẻ'] aspect_overall"
săn sale quá rẻ. shop tận tâm. giao hàng nhanh,chat_luong,positive,"['săn', 'sale', 'quá', 'rẻ shop', 'tận tâm', 'giao', 'hàng', 'nhanh']","['săn', 'sale', 'quá', 'rẻ shop', 'tận tâm', 'giao', 'hàng', 'nhanh'] aspect_chat_luong"
săn sale quá rẻ. shop tận tâm. giao hàng nhanh,dong_goi,positive,"['săn', 'sale', 'quá', 'rẻ shop', 'tận tâm', 'giao', 'hàng', 'nhanh']","['săn', 'sale', 'quá', 'rẻ shop', 'tận tâm', 'giao', 'hàng', 'nhanh'] aspect_dong_goi"
săn sale quá rẻ. shop tận tâm. giao hàng nhanh,van_chuyen,positive,"['săn', 'sale', 'quá', 'rẻ shop', 'tận tâm', 'giao', 'hàng', 'nhanh']","['săn', 'sale', 'quá', 'rẻ shop', 'tận tâm', 'giao', 'hàng', 'nhanh'] aspect_van_chuyen"
săn sale quá rẻ. shop tận tâm. giao hàng nhanh,gia_ca,positive,"['săn', 'sale', 'quá', 'rẻ shop', 'tận tâm', 'giao', 'hàng', 'nhanh']","['săn', 'sale', 'quá', 'rẻ shop', 'tận tâm', 'giao', 'hàng', 'nhanh'] aspect_gia_ca"
săn sale quá rẻ. shop tận tâm. giao hàng nhanh,overall,positive,"['săn', 'sale', 'quá', 'rẻ shop', 'tận tâm', 'giao', 'hàng', 'nhanh']","['săn', 'sale', 'quá', 'rẻ shop', 'tận tâm', 'giao', 'hàng', 'nhanh'] aspect_overall"
mua 2 loại săn sale chất lượng khá ok,chat_luong,positive,"['mua', '2', 'loại', 'săn', 'sale', 'chất lượng', 'khá', 'ok']","['mua', '2', 'loại', 'săn', 'sale', 'chất lượng', 'khá', 'ok'] aspect_chat_luong"
mua 2 loại săn sale chất lượng khá ok,dong_goi,neutral,"['mua', '2', 'loại', 'săn', 'sale', 'chất lượng', 'khá', 'ok']","['mua', '2', 'loại', 'săn', 'sale', 'chất lượng', 'khá', 'ok'] aspect_dong_goi"
mua 2 loại săn sale chất lượng khá ok,van_chuyen,neutral,"['mua', '2', 'loại', 'săn', 'sale', 'chất lượng', 'khá', 'ok']","['mua', '2', 'loại', 'săn', 'sale', 'chất lượng', 'khá', 'ok'] aspect_van_chuyen"
mua 2 loại săn sale chất lượng khá ok,gia_ca,positive,"['mua', '2', 'loại', 'săn', 'sale', 'chất lượng', 'khá', 'ok']","['mua', '2', 'loại', 'săn', 'sale', 'chất lượng', 'khá', 'ok'] aspect_gia_ca"
mua 2 loại săn sale chất lượng khá ok,overall,positive,"['mua', '2', 'loại', 'săn', 'sale', 'chất lượng', 'khá', 'ok']","['mua', '2', 'loại', 'săn', 'sale', 'chất lượng', 'khá', 'ok'] aspect_overall"
bút bền rẻ đẹp. mực viết nhanh khô ra đều không lem,chat_luong,positive,"['bút', 'bền', 'rẻ', 'đẹp', 'mực', 'viết', 'nhanh', 'khô', 'ra', 'đều', 'không', 'lem']","['bút', 'bền', 'rẻ', 'đẹp', 'mực', 'viết', 'nhanh', 'khô', 'ra', 'đều', 'không', 'lem'] aspect_chat_luong"
bút bền rẻ đẹp. mực viết nhanh khô ra đều không lem,dong_goi,neutral,"['bút', 'bền', 'rẻ', 'đẹp', 'mực', 'viết', 'nhanh', 'khô', 'ra', 'đều', 'không', 'lem']","['bút', 'bền', 'rẻ', 'đẹp', 'mực', 'viết', 'nhanh', 'khô', 'ra', 'đều', 'không', 'lem'] aspect_dong_goi"
bút bền rẻ đẹp. mực viết nhanh khô ra đều không lem,van_chuyen,neutral,"['bút', 'bền', 'rẻ', 'đẹp', 'mực', 'viết', 'nhanh', 'khô', 'ra', 'đều', 'không', 'lem']","['bút', 'bền', 'rẻ', 'đẹp', 'mực', 'viết', 'nhanh', 'khô', 'ra', 'đều', 'không', 'lem'] aspect_van_chuyen"
bút bền rẻ đẹp. mực viết nhanh khô ra đều không lem,gia_ca,positive,"['bút', 'bền', 'rẻ', 'đẹp', 'mực', 'viết', 'nhanh', 'khô', 'ra', 'đều', 'không', 'lem']","['bút', 'bền', 'rẻ', 'đẹp', 'mực', 'viết', 'nhanh', 'khô', 'ra', 'đều', 'không', 'lem'] aspect_gia_ca"
bút bền rẻ đẹp. mực viết nhanh khô ra đều không lem,overall,positive,"['bút', 'bền', 'rẻ', 'đẹp', 'mực', 'viết', 'nhanh', 'khô', 'ra', 'đều', 'không', 'lem']","['bút', 'bền', 'rẻ', 'đẹp', 'mực', 'viết', 'nhanh', 'khô', 'ra', 'đều', 'không', 'lem'] aspect_overall"
sản phẩm tốt thân bút gọn. mực ra đều. chất lượng siêu ok,chat_luong,positive,"['sản phẩm', 'tốt thân', 'bút', 'gọn', 'mực', 'ra', 'đều', 'chất lượng', 'siêu ok']","['sản phẩm', 'tốt thân', 'bút', 'gọn', 'mực', 'ra', 'đều', 'chất lượng', 'siêu ok'] aspect_chat_luong"
sản phẩm tốt thân bút gọn. mực ra đều. chất lượng siêu ok,dong_goi,neutral,"['sản phẩm', 'tốt thân', 'bút', 'gọn', 'mực', 'ra', 'đều', 'chất lượng', 'siêu ok']","['sản phẩm', 'tốt thân', 'bút', 'gọn', 'mực', 'ra', 'đều', 'chất lượng', 'siêu ok'] aspect_dong_goi"
sản phẩm tốt thân bút gọn. mực ra đều. chất lượng siêu ok,van_chuyen,neutral,"['sản phẩm', 'tốt thân', 'bút', 'gọn', 'mực', 'ra', 'đều', 'chất lượng', 'siêu ok']","['sản phẩm', 'tốt thân', 'bút', 'gọn', 'mực', 'ra', 'đều', 'chất lượng', 'siêu ok'] aspect_van_chuyen"
sản phẩm tốt thân bút gọn. mực ra đều. chất lượng siêu ok,gia_ca,neutral,"['sản phẩm', 'tốt thân', 'bút', 'gọn', 'mực', 'ra', 'đều', 'chất lượng', 'siêu ok']","['sản phẩm', 'tốt thân', 'bút', 'gọn', 'mực', 'ra', 'đều', 'chất lượng', 'siêu ok'] aspect_gia_ca"
sản phẩm tốt thân bút gọn. mực ra đều. chất lượng siêu ok,overall,positive,"['sản phẩm', 'tốt thân', 'bút', 'gọn', 'mực', 'ra', 'đều', 'chất lượng', 'siêu ok']","['sản phẩm', 'tốt thân', 'bút', 'gọn', 'mực', 'ra', 'đều', 'chất lượng', 'siêu ok'] aspect_overall"
nhận hàng viết chữ đẹp ok. sẽ ủng hộ shop tiếp,chat_luong,positive,"['nhận', 'hàng', 'viết', 'chữ', 'đẹp', 'ok', 'sẽ', 'ủng hộ', 'shop', 'tiếp']","['nhận', 'hàng', 'viết', 'chữ', 'đẹp', 'ok', 'sẽ', 'ủng hộ', 'shop', 'tiếp'] aspect_chat_luong"
nhận hàng viết chữ đẹp ok. sẽ ủng hộ shop tiếp,dong_goi,neutral,"['nhận', 'hàng', 'viết', 'chữ', 'đẹp', 'ok', 'sẽ', 'ủng hộ', 'shop', 'tiếp']","['nhận', 'hàng', 'viết', 'chữ', 'đẹp', 'ok', 'sẽ', 'ủng hộ', 'shop', 'tiếp'] aspect_dong_goi"
nhận hàng viết chữ đẹp ok. sẽ ủng hộ shop tiếp,van_chuyen,neutral,"['nhận', 'hàng', 'viết', 'chữ', 'đẹp', 'ok', 'sẽ', 'ủng hộ', 'shop', 'tiếp']","['nhận', 'hàng', 'viết', 'chữ', 'đẹp', 'ok', 'sẽ', 'ủng hộ', 'shop', 'tiếp'] aspect_van_chuyen"
nhận hàng viết chữ đẹp ok. sẽ ủng hộ shop tiếp,gia_ca,neutral,"['nhận', 'hàng', 'viết', 'chữ', 'đẹp', 'ok', 'sẽ', 'ủng hộ', 'shop', 'tiếp']","['nhận', 'hàng', 'viết', 'chữ', 'đẹp', 'ok', 'sẽ', 'ủng hộ', 'shop', 'tiếp'] aspect_gia_ca"
nhận hàng viết chữ đẹp ok. sẽ ủng hộ shop tiếp,overall,positive,"['nhận', 'hàng', 'viết', 'chữ', 'đẹp', 'ok', 'sẽ', 'ủng hộ', 'shop', 'tiếp']","['nhận', 'hàng', 'viết', 'chữ', 'đẹp', 'ok', 'sẽ', 'ủng hộ', 'shop', 'tiếp'] aspect_overall"
bút viết rõ ràng đều mực. hài lòng về sản phẩm,chat_luong,positive,"['bút', 'viết', 'rõ ràng', 'đều', 'mực', 'hài lòng', 'về', 'sản phẩm']","['bút', 'viết', 'rõ ràng', 'đều', 'mực', 'hài lòng', 'về', 'sản phẩm'] aspect_chat_luong"
bút viết rõ ràng đều mực. hài lòng về sản phẩm,dong_goi,neutral,"['bút', 'viết', 'rõ ràng', 'đều', 'mực', 'hài lòng', 'về', 'sản phẩm']","['bút', 'viết', 'rõ ràng', 'đều', 'mực', 'hài lòng', 'về', 'sản phẩm'] aspect_dong_goi"
bút viết rõ ràng đều mực. hài lòng về sản phẩm,van_chuyen,neutral,"['bút', 'viết', 'rõ ràng', 'đều', 'mực', 'hài lòng', 'về', 'sản phẩm']","['bút', 'viết', 'rõ ràng', 'đều', 'mực', 'hài lòng', 'về', 'sản phẩm'] aspect_van_chuyen"
bút viết rõ ràng đều mực. hài lòng về sản phẩm,gia_ca,neutral,"['bút', 'viết', 'rõ ràng', 'đều', 'mực', 'hài lòng', 'về', 'sản phẩm']","['bút', 'viết', 'rõ ràng', 'đều', 'mực', 'hài lòng', 'về', 'sản phẩm'] aspect_gia_ca"
bút viết rõ ràng đều mực. hài lòng về sản phẩm,overall,positive,"['bút', 'viết', 'rõ ràng', 'đều', 'mực', 'hài lòng', 'về', 'sản phẩm']","['bút', 'viết', 'rõ ràng', 'đều', 'mực', 'hài lòng', 'về', 'sản phẩm'] aspect_overall"
bút rất mượt và đẹp. thiết kế thân bút nhỏ gọn dễ cầm. đáng mua,chat_luong,positive,"['bút', 'rất', 'mượt', 'và', 'đẹp', 'thiết kế', 'thân bút', 'nhỏ', 'gọn', 'dễ', 'cầm', 'đáng', 'mua']","['bút', 'rất', 'mượt', 'và', 'đẹp', 'thiết kế', 'thân bút', 'nhỏ', 'gọn', 'dễ', 'cầm', 'đáng', 'mua'] aspect_chat_luong"
bút rất mượt và đẹp. thiết kế thân bút nhỏ gọn dễ cầm. đáng mua,dong_goi,neutral,"['bút', 'rất', 'mượt', 'và', 'đẹp', 'thiết kế', 'thân bút', 'nhỏ', 'gọn', 'dễ', 'cầm', 'đáng', 'mua']","['bút', 'rất', 'mượt', 'và', 'đẹp', 'thiết kế', 'thân bút', 'nhỏ', 'gọn', 'dễ', 'cầm', 'đáng', 'mua'] aspect_dong_goi"
bút rất mượt và đẹp. thiết kế thân bút nhỏ gọn dễ cầm. đáng mua,van_chuyen,neutral,"['bút', 'rất', 'mượt', 'và', 'đẹp', 'thiết kế', 'thân bút', 'nhỏ', 'gọn', 'dễ', 'cầm', 'đáng', 'mua']","['bút', 'rất', 'mượt', 'và', 'đẹp', 'thiết kế', 'thân bút', 'nhỏ', 'gọn', 'dễ', 'cầm', 'đáng', 'mua'] aspect_van_chuyen"
bút rất mượt và đẹp. thiết kế thân bút nhỏ gọn dễ cầm. đáng mua,gia_ca,neutral,"['bút', 'rất', 'mượt', 'và', 'đẹp', 'thiết kế', 'thân bút', 'nhỏ', 'gọn', 'dễ', 'cầm', 'đáng', 'mua']","['bút', 'rất', 'mượt', 'và', 'đẹp', 'thiết kế', 'thân bút', 'nhỏ', 'gọn', 'dễ', 'cầm', 'đáng', 'mua'] aspect_gia_ca"
bút rất mượt và đẹp. thiết kế thân bút nhỏ gọn dễ cầm. đáng mua,overall,positive,"['bút', 'rất', 'mượt', 'và', 'đẹp', 'thiết kế', 'thân bút', 'nhỏ', 'gọn', 'dễ', 'cầm', 'đáng', 'mua']","['bút', 'rất', 'mượt', 'và', 'đẹp', 'thiết kế', 'thân bút', 'nhỏ', 'gọn', 'dễ', 'cầm', 'đáng', 'mua'] aspect_overall"
bút ra đều mực nét đẹp. giá quá rẻ 1k/cái,chat_luong,positive,"['bút', 'ra', 'đều', 'mực', 'nét', 'đẹp', 'giá', 'quá', 'rẻ', '1', 'k', 'cái']","['bút', 'ra', 'đều', 'mực', 'nét', 'đẹp', 'giá', 'quá', 'rẻ', '1', 'k', 'cái'] aspect_chat_luong"
bút ra đều mực nét đẹp. giá quá rẻ 1k/cái,dong_goi,neutral,"['bút', 'ra', 'đều', 'mực', 'nét', 'đẹp', 'giá', 'quá', 'rẻ', '1', 'k', 'cái']","['bút', 'ra', 'đều', 'mực', 'nét', 'đẹp', 'giá', 'quá', 'rẻ', '1', 'k', 'cái'] aspect_dong_goi"
bút ra đều mực nét đẹp. giá quá rẻ 1k/cái,van_chuyen,neutral,"['bút', 'ra', 'đều', 'mực', 'nét', 'đẹp', 'giá', 'quá', 'rẻ', '1', 'k', 'cái']","['bút', 'ra', 'đều', 'mực', 'nét', 'đẹp', 'giá', 'quá', 'rẻ', '1', 'k', 'cái'] aspect_van_chuyen"
bút ra đều mực nét đẹp. giá quá rẻ 1k/cái,gia_ca,positive,"['bút', 'ra', 'đều', 'mực', 'nét', 'đẹp', 'giá', 'quá', 'rẻ', '1', 'k', 'cái']","['bút', 'ra', 'đều', 'mực', 'nét', 'đẹp', 'giá', 'quá', 'rẻ', '1', 'k', 'cái'] aspect_gia_ca"
bút ra đều mực nét đẹp. giá quá rẻ 1k/cái,overall,positive,"['bút', 'ra', 'đều', 'mực', 'nét', 'đẹp', 'giá', 'quá', 'rẻ', '1', 'k', 'cái']","['bút', 'ra', 'đều', 'mực', 'nét', 'đẹp', 'giá', 'quá', 'rẻ', '1', 'k', 'cái'] aspect_overall"
bút viết rất đẹp không tắc mực khô nhanh. tặng thêm ngòi. giá cả phải chăng. đóng gói cẩn thận. giao hàng nhanh. shipper thân thiện,chat_luong,positive,"['bút', 'viết', 'rất', 'đẹp', 'không', 'tắc mực', 'khô', 'nhanh', 'tặng', 'thêm', 'ngòi', 'giá cả', 'phải chăng', 'đóng gói', 'cẩn thận', 'giao', 'hàng', 'nhanh', 'shipper', 'thân thiện']","['bút', 'viết', 'rất', 'đẹp', 'không', 'tắc mực', 'khô', 'nhanh', 'tặng', 'thêm', 'ngòi', 'giá cả', 'phải chăng', 'đóng gói', 'cẩn thận', 'giao', 'hàng', 'nhanh', 'shipper', 'thân thiện'] aspect_chat_luong"
bút viết rất đẹp không tắc mực khô nhanh. tặng thêm ngòi. giá cả phải chăng. đóng gói cẩn thận. giao hàng nhanh. shipper thân thiện,dong_goi,positive,"['bút', 'viết', 'rất', 'đẹp', 'không', 'tắc mực', 'khô', 'nhanh', 'tặng', 'thêm', 'ngòi', 'giá cả', 'phải chăng', 'đóng gói', 'cẩn thận', 'giao', 'hàng', 'nhanh', 'shipper', 'thân thiện']","['bút', 'viết', 'rất', 'đẹp', 'không', 'tắc mực', 'khô', 'nhanh', 'tặng', 'thêm', 'ngòi', 'giá cả', 'phải chăng', 'đóng gói', 'cẩn thận', 'giao', 'hàng', 'nhanh', 'shipper', 'thân thiện'] aspect_dong_goi"
bút viết rất đẹp không tắc mực khô nhanh. tặng thêm ngòi. giá cả phải chăng. đóng gói cẩn thận. giao hàng nhanh. shipper thân thiện,van_chuyen,positive,"['bút', 'viết', 'rất', 'đẹp', 'không', 'tắc mực', 'khô', 'nhanh', 'tặng', 'thêm', 'ngòi', 'giá cả', 'phải chăng', 'đóng gói', 'cẩn thận', 'giao', 'hàng', 'nhanh', 'shipper', 'thân thiện']","['bút', 'viết', 'rất', 'đẹp', 'không', 'tắc mực', 'khô', 'nhanh', 'tặng', 'thêm', 'ngòi', 'giá cả', 'phải chăng', 'đóng gói', 'cẩn thận', 'giao', 'hàng', 'nhanh', 'shipper', 'thân thiện'] aspect_van_chuyen"
bút viết rất đẹp không tắc mực khô nhanh. tặng thêm ngòi. giá cả phải chăng. đóng gói cẩn thận. giao hàng nhanh. shipper thân thiện,gia_ca,positive,"['bút', 'viết', 'rất', 'đẹp', 'không', 'tắc mực', 'khô', 'nhanh', 'tặng', 'thêm', 'ngòi', 'giá cả', 'phải chăng', 'đóng gói', 'cẩn thận', 'giao', 'hàng', 'nhanh', 'shipper', 'thân thiện']","['bút', 'viết', 'rất', 'đẹp', 'không', 'tắc mực', 'khô', 'nhanh', 'tặng', 'thêm', 'ngòi', 'giá cả', 'phải chăng', 'đóng gói', 'cẩn thận', 'giao', 'hàng', 'nhanh', 'shipper', 'thân thiện'] aspect_gia_ca"
bút viết rất đẹp không tắc mực khô nhanh. tặng thêm ngòi. giá cả phải chăng. đóng gói cẩn thận. giao hàng nhanh. shipper thân thiện,overall,positive,"['bút', 'viết', 'rất', 'đẹp', 'không', 'tắc mực', 'khô', 'nhanh', 'tặng', 'thêm', 'ngòi', 'giá cả', 'phải chăng', 'đóng gói', 'cẩn thận', 'giao', 'hàng', 'nhanh', 'shipper', 'thân thiện']","['bút', 'viết', 'rất', 'đẹp', 'không', 'tắc mực', 'khô', 'nhanh', 'tặng', 'thêm', 'ngòi', 'giá cả', 'phải chăng', 'đóng gói', 'cẩn thận', 'giao', 'hàng', 'nhanh', 'shipper', 'thân thiện'] aspect_overall"
màu mực đậm viết mượt không tắc mực. giá rẻ,chat_luong,positive,"['màu', 'mực', 'đậm', 'viết', 'mượt', 'không', 'tắc mực', 'giá', 'rẻ']","['màu', 'mực', 'đậm', 'viết', 'mượt', 'không', 'tắc mực', 'giá', 'rẻ'] aspect_chat_luong"
màu mực đậm viết mượt không tắc mực. giá rẻ,dong_goi,neutral,"['màu', 'mực', 'đậm', 'viết', 'mượt', 'không', 'tắc mực', 'giá', 'rẻ']","['màu', 'mực', 'đậm', 'viết', 'mượt', 'không', 'tắc mực', 'giá', 'rẻ'] aspect_dong_goi"
