comment,chat_luong,dong_goi,van_chuyen,gia_ca,clean_comment
đẹp mượt lắm shop hỗ trợ nhiệt tình. sẽ ủng hộ shop khi cần mua tai nghe nghe ấm thôi rồi,positive,neutral,neutral,neutral,đẹp mượt lắm shop hỗ trợ nhiệt tình sẽ ủng hộ shop khi cần mua tai nghe nghe ấm thôi rồi
"Giao sai, shop không xử lý",negative,negative,neutral,neutral,giao sai shop không xử lý
có mùi hôi sai màu 2 mặt không giống mô tả,negative,negative,neutral,neutral,có mùi hôi sai màu 2 mặt không giống mô tả
rất đáng ủng hộ lâu dài. shop đóng gói cẩn thận giao hàng nhanh. sản phẩm rất đẹp chất lượng vượt mong đợi,positive,positive,positive,neutral,rất đáng ủng hộ lâu dài shop đóng gói cẩn thận giao hàng nhanh sản phẩm rất đẹp chất lượng vượt mong đợi
nhận đúng đủ hàng đóng gói cẩn thận. giao hàng nhanh,positive,positive,positive,neutral,nhận đúng đủ hàng đóng gói cẩn thận giao hàng nhanh
hàng gói khá kĩ chất lượng tốt đúng mô tả. giao hàng tạm nhanh,positive,positive,positive,neutral,hàng gói khá kĩ chất lượng tốt đúng mô tả giao hàng tạm nhanh
tạm ổn giá cũng được. giao hàng nhanh,neutral,neutral,positive,positive,tạm ổn giá cũng được giao hàng nhanh
Đơn hàng giao rất chậm và thiếu thông tin,negative,negative,negative,neutral,đơn hàng giao rất chậm và thiếu thông tin
giao hàng rất nhanh,positive,neutral,positive,neutral,giao hàng rất nhanh
ngon bổ rẻ giao nhanh,positive,neutral,positive,positive,ngon bổ rẻ giao nhanh
Thiết kế xấu,negative,neutral,neutral,neutral,thiết kế xấu
khung ô hơi yếu. đẹp so với giá,positive,neutral,neutral,positive,khung ô hơi yếu đẹp so với giá
0 có,negative,neutral,neutral,neutral,0 có
sản phẩm tốt. nghe hay. nhỏ gọn. giao nhanh,positive,neutral,positive,neutral,sản phẩm tốt nghe hay nhỏ gọn giao nhanh
chất lượng kém vỡ cạnh không như mô tả giao sai màu. hộp méo vỡ viền,negative,negative,neutral,neutral,chất lượng kém vỡ cạnh không như mô tả giao sai màu hộp méo vỡ viền
mua 2 sim không đủ dung lượng 1 sim không data. chat shop trả lời chậm. ngày đầu sóng khỏe ngày sau không có sóng. phí tiền,negative,neutral,neutral,negative,mua 2 sim không đủ dung lượng 1 sim không data chat shop trả lời chậm ngày đầu sóng khỏe ngày sau không có sóng phí tiền
giá rẻ mà chất lượng. bút viết trơn tru. ngòi thay dễ dàng,negative,neutral,neutral,positive,giá rẻ mà chất lượng bút viết trơn tru ngòi thay dễ dàng
shop gói hàng kỹ giao hàng nhanh đủ số lượng,positive,positive,positive,neutral,shop gói hàng kỹ giao hàng nhanh đủ số lượng
Màu lệch,negative,negative,neutral,neutral,màu lệch
không co giãn mút nhăn,negative,neutral,neutral,neutral,không co giãn mút nhăn
sản phẩm dùng ổn,positive,neutral,neutral,neutral,sản phẩm dùng ổn
đặt iphone 15 giao 13 14 không vừa. nhắn shop không trả lời. tệ quá,negative,neutral,neutral,neutral,đặt iphone 15 giao 13 14 không vừa nhắn shop không trả lời tệ quá
ổn nhưng mút giả,negative,neutral,neutral,neutral,ổn nhưng mút giả
shop chuẩn bị hàng nhanh chu đáo gói hàng kĩ và trả lời tin nhắn nhanh. nhiệt tình siêu dễ thương,positive,positive,positive,neutral,shop chuẩn bị hàng nhanh chu đáo gói hàng kĩ và trả lời tin nhắn nhanh nhiệt tình siêu dễ thương
nghe gọi định vị đúng mô tả hàng đóng gói cẩn thận. máy đẹp lướt nhạy. đang tìm cách sử dụng,positive,positive,neutral,neutral,nghe gọi định vị đúng mô tả hàng đóng gói cẩn thận máy đẹp lướt nhạy đang tìm cách sử dụng
sử dụng rất tốt bé rất thích,positive,neutral,neutral,neutral,sử dụng rất tốt bé rất thích
bút viết rất thích nét nhỏ mực đều. giao hàng nhanh đóng gói cẩn thận,negative,positive,positive,neutral,bút viết rất thích nét nhỏ mực đều giao hàng nhanh đóng gói cẩn thận
chất không đồng đều,negative,neutral,neutral,neutral,chất không đồng đều
giao hàng siêu nhanh,positive,neutral,positive,neutral,giao hàng siêu nhanh
cường lực bảo vệ camera ip11prm đểu dán không được,negative,neutral,neutral,neutral,cường lực bảo vệ camera ip11prm đểu dán không được
xước hơi cũ hỗ trợ tốt,negative,negative,neutral,neutral,xước hơi cũ hỗ trợ tốt
sản phẩm không như mong muốn giao hàng rất chậm chat mãi mới phản hồi cường lực bị vỡ không hoàn đền thất vọng,negative,neutral,negative,neutral,sản phẩm không như mong muốn giao hàng rất chậm chat mãi mới phản hồi cường lực bị vỡ không hoàn đền thất vọng
giao hàng nhanh chóng,positive,neutral,positive,neutral,giao hàng nhanh chóng
bị lỗi dây cáp nhưng shop xử lý rất ok,neutral,neutral,neutral,neutral,bị lỗi dây cáp nhưng shop xử lý rất ok
ốp cũ trầy xước,negative,negative,neutral,neutral,ốp cũ trầy xước
ô bị vỡ,negative,negative,neutral,neutral,ô bị vỡ
giao sai màu thảm dày chấp nhận được,negative,negative,neutral,neutral,giao sai màu thảm dày chấp nhận được
"đóng gói kỹ càng, giao nhanh",positive,positive,positive,neutral,đóng gói kỹ càng giao nhanh
nhìn ok gọi video định vị giống hình. cách vận chuyển nhìn bên ngoài rất ok chưa sử dụng không biết thế nào,neutral,neutral,positive,neutral,nhìn ok gọi video định vị giống hình cách vận chuyển nhìn bên ngoài rất ok chưa sử dụng không biết thế nào
"Màu nhạt, bút lỗi",negative,neutral,neutral,neutral,màu nhạt bút lỗi
nhận hàng ưng đồng hồ đẹp tem mác mã qr đầy đủ dễ sử dụng đủ chức năng giá ok,positive,neutral,neutral,positive,nhận hàng ưng đồng hồ đẹp tem mác mã qr đầy đủ dễ sử dụng đủ chức năng giá ok
chất lượng kém ốp mỏng giòn rơi nhẹ là vỡ,negative,neutral,neutral,neutral,chất lượng kém ốp mỏng giòn rơi nhẹ là vỡ
mút nhô form xấu,negative,neutral,neutral,neutral,mút nhô form xấu
"ship nhanh, sẽ mua lại",positive,neutral,positive,neutral,giao hàng nhanh sẽ mua lại
sữa tăng cân tăng chiều cao,positive,neutral,neutral,neutral,sữa tăng cân tăng chiều cao
khó sử dụng nút cứng,negative,negative,neutral,neutral,khó sử dụng nút cứng
Sản phẩm: Hàng lỗi hoặc bị hư hỏng Áo đen 0 sao áo xám 1 sao ^_^,negative,neutral,neutral,neutral,sản phẩm hàng lỗi hoặc bị hư hỏng áo đen 0 sao áo xám 1 sao
size không đồng đều,negative,neutral,neutral,neutral,size không đồng đều
"Giá rẻ, shipper thân thiện",positive,neutral,positive,positive,giá rẻ người giao hàng thân thiện
chưa nhận được hàng yêu cầu gửi lại,neutral,neutral,negative,neutral,chưa nhận được hàng yêu cầu gửi lại
shop đóng gói chưa kĩ bên ship làm vỡ kính cường lực kính hơi mỏng,negative,negative,negative,neutral,shop đóng gói chưa kĩ bên giao hàng làm vỡ kính cường lực kính hơi mỏng
Giao nhanh nhưng thiếu khung,negative,negative,positive,neutral,giao nhanh nhưng thiếu khung
trong 1 tháng sử dụng pin khá ổn sài bình thường sài dây nhanh xịn thì sạc siêu nhanh đúng mô tả chất lượng ok. shop giải thích chu đáo,positive,neutral,neutral,neutral,trong 1 tháng sử dụng pin khá ổn sài bình thường sài dây nhanh xịn thì sạc siêu nhanh đúng mô tả chất lượng ok shop giải thích chu đáo
dây chùng khớp nối lỏng lẻo không đáng mua,negative,neutral,neutral,negative,dây chùng khớp nối lỏng lẻo không đáng mua
"Sản phẩm ok, mua sale rất rẻ",positive,neutral,neutral,positive,sản phẩm ok mua sale rất rẻ
ốc gỉ một nửa nhìn không chắc chắn. đổi hàng lâu mua chỗ khác ok hơn so với giá,negative,negative,neutral,positive,ốc gỉ một nửa nhìn không chắc chắn đổi hàng lâu mua chỗ khác ok hơn so với giá
lúc đầu mượt chơi hơn tuần vuốt không đi nhanh bung sợi bạc,negative,neutral,neutral,neutral,lúc đầu mượt chơi hơn tuần vuốt không đi nhanh bung sợi bạc
nghe gọi định vị đúng mô tả âm thanh đàm thoại rõ rất ưng ý. sản phẩm bền nữa thì quá ok,positive,neutral,neutral,neutral,nghe gọi định vị đúng mô tả âm thanh đàm thoại rõ rất ưng ý sản phẩm bền nữa thì quá ok
chất lượng kém sản phẩm bị bục chỉ,negative,neutral,neutral,neutral,chất lượng kém sản phẩm bị bục chỉ
"shop giao hàng nhanh, đúng đủ hàng",positive,positive,positive,neutral,shop giao hàng nhanh đúng đủ hàng
bung dù ra tay cầm rớt luôn,negative,neutral,neutral,neutral,bung dù ra tay cầm rớt luôn
quần đẹp vải dày dặn y hình giá rẻ nên mua,positive,neutral,neutral,positive,quần đẹp vải dày dặn y hình giá rẻ nên mua
không nên mua nha k nên mua quá tệ,negative,negative,neutral,neutral,không nên mua nha không nên mua quá tệ
quần thấm hút nhanh cotton đúng quảng cáo vừa vặn,positive,neutral,neutral,neutral,quần thấm hút nhanh cotton đúng quảng cáo vừa vặn
đeo vào điện thoại không bấm được phải bấm mạnh,negative,neutral,neutral,neutral,đeo vào điện thoại không bấm được phải bấm mạnh
nhựa cứng mỏng nhẹ. khóa sập nhựa móc treo nhựa không chắc chắn. giá hơi cao,negative,neutral,neutral,negative,nhựa cứng mỏng nhẹ khóa sập nhựa móc treo nhựa không chắc chắn giá hơi cao
giao nhanh. xài ổn. giá hợp lý,positive,neutral,positive,positive,giao nhanh xài ổn giá hợp lý
thảm có vài lỗ thủng mỏng đặt 6mm còn 4mm,negative,neutral,neutral,neutral,thảm có vài lỗ thủng mỏng đặt 6mm còn 4mm
cụp lại muốn gãy tay,negative,neutral,neutral,neutral,cụp lại muốn gãy tay
mạng rất yếu chơi liên quân không được tiktok lag giật không đáng tiền,negative,neutral,neutral,negative,mạng rất yếu chơi liên quân không được tiktok lag giật không đáng tiền
shop nhiệt tình nhẹ nhàng nhưng đơn vị vận chuyển nói chuyện cọc cằn,neutral,neutral,negative,neutral,shop nhiệt tình nhẹ nhàng nhưng đơn vị vận chuyển nói chuyện cọc cằn
đóng gói tư vấn ok giao nhanh nhưng chất lượng không ưng,negative,positive,positive,neutral,đóng gói tư vấn ok giao nhanh nhưng chất lượng không ưng
đẹp nhưng bị rách,negative,negative,neutral,neutral,đẹp nhưng bị rách
hơi dày đẹp giao nhanh,positive,neutral,positive,neutral,hơi dày đẹp giao nhanh
mắt không khớp cam bênh không ấn vào được,negative,neutral,neutral,neutral,mắt không khớp cam bênh không ấn vào được
sản phẩm tốt đúng mô tả sạc điện thoại tốt tuyệt vời mất 1% sạc để lên được 9% pin,positive,neutral,neutral,neutral,sản phẩm tốt đúng mô tả sạc điện thoại tốt tuyệt vời mất 1 sạc để lên được 9 pin
giá rẻ. đóng gói cẩn thận. giao nhanh,positive,positive,positive,positive,giá rẻ đóng gói cẩn thận giao nhanh
vợt cước không căng tiền nào của đấy tạm ổn,negative,neutral,neutral,neutral,vợt cước không căng tiền nào của đấy tạm ổn
"Gói hàng quá tệ, không có chống sốc làm móp méo và chảy dầu",negative,negative,neutral,neutral,gói hàng quá tệ không có chống sốc làm móp méo và chảy dầu
"bé hợp tác, sale giá tốt",positive,neutral,neutral,positive,bé hợp tác sale giá tốt
chỉ dùng được dung lượng tốc độ cao hết là đứng hình. giao hàng lâu chất lượng kém,negative,neutral,negative,neutral,chỉ dùng được dung lượng tốc độ cao hết là đứng hình giao hàng lâu chất lượng kém
ok nhưng dây dài và giá chưa hợp lý,negative,neutral,neutral,negative,ok nhưng dây dài và giá chưa hợp lý
giao nhanh bọc chống sốc cẩn thận đúng mô tả. nhiều vết bẩn nhỏ lau không sạch mất mỹ quan,negative,negative,positive,neutral,giao nhanh bọc chống sốc cẩn thận đúng mô tả nhiều vết bẩn nhỏ lau không sạch mất mỹ quan
mặc đẹp nhưng lộ viền mút,negative,neutral,neutral,neutral,mặc đẹp nhưng lộ viền mút
mới mua 1 ngày bung chỉ bấm lệch không đáng mua,negative,neutral,neutral,neutral,mới mua 1 ngày bung chỉ bấm lệch không đáng mua
Đóng gói kỹ nhưng cọ lỗi,negative,positive,neutral,neutral,đóng gói kỹ nhưng cọ lỗi
Hàng lỗi hoặc hư hỏng,negative,neutral,neutral,neutral,hàng lỗi hoặc hư hỏng
"Màu mùi hôi, bám kém",negative,neutral,neutral,neutral,màu mùi hôi bám kém
Form xấu nhưng không đòi hỏi vì giá rẻ,negative,neutral,neutral,positive,form xấu nhưng không đòi hỏi vì giá rẻ
đặt 15 plus đưa màu xanh đậm chịu shop đóng cửa đi,negative,neutral,neutral,neutral,đặt 15 plus đưa màu xanh đậm chịu shop đóng cửa đi
"giao hàng nhanh, shipper thân thiện",positive,neutral,positive,neutral,giao hàng nhanh người giao hàng thân thiện
Không nhận được dầu xả tặng kèm,negative,negative,neutral,neutral,không nhận được dầu xả tặng kèm
Áo nhỏ nóng không mát,negative,neutral,neutral,neutral,áo nhỏ nóng không mát
hàng giao nhanh chất lượng,positive,neutral,positive,neutral,hàng giao nhanh chất lượng
Sai màu nhưng shop hỗ trợ tốt,negative,negative,neutral,neutral,sai màu nhưng shop hỗ trợ tốt
bị bẩn nhưng vẫn cho 5*,negative,negative,neutral,neutral,bị bẩn nhưng vẫn cho 5
"ship nhanh, giá rẻ",positive,neutral,positive,positive,giao hàng nhanh giá rẻ
ốp đẹp dã man nhưng không dùng được,negative,neutral,neutral,neutral,ốp đẹp dã man nhưng không dùng được
vải thông hơi thoáng mát thấm hút tốt ít tràn nên thay ngay sau khi bé tè,positive,neutral,neutral,neutral,vải thông hơi thoáng mát thấm hút tốt ít tràn nên thay ngay sau khi bé tè
giao hàng nhanh đóng gói chắc chắn sữa ngon bé thích,negative,positive,positive,neutral,giao hàng nhanh đóng gói chắc chắn sữa ngon bé thích
Tuyệt vời,positive,neutral,neutral,neutral,tuyệt vời
"Ổn, giao nhanh",positive,neutral,positive,neutral,ổn giao nhanh
săn sale được giá cực hời,positive,neutral,neutral,positive,săn sale được giá cực hời
Thiếu hàng,negative,negative,neutral,neutral,thiếu hàng
tủ đa năng tiện ích,positive,neutral,neutral,neutral,tủ đa năng tiện ích
chất lượng kém keo dán lỏng lẻo đi đường rơi mất 1 mắt,negative,neutral,neutral,neutral,chất lượng kém keo dán lỏng lẻo đi đường rơi mất 1 mắt
sim dùng hơn 1 tuần tự nhiên không kết nối được nhắn tin shop không hồi đáp,negative,neutral,neutral,neutral,sim dùng hơn 1 tuần tự nhiên không kết nối được nhắn tin shop không hồi đáp
vợt bị xước sơn mờ chữ dây không căng cầu nhựa. shop giao hàng nhanh,negative,negative,positive,neutral,vợt bị xước sơn mờ chữ dây không căng cầu nhựa shop giao hàng nhanh
đóng gói ok giao nhanh nhưng vải tệ,negative,negative,positive,neutral,đóng gói ok giao nhanh nhưng vải tệ
thủ công không kĩ xương dù dễ ngược,negative,neutral,neutral,neutral,thủ công không kĩ xương dù dễ ngược
sản phẩm đẹp chất lượng tốt phục vụ chu đáo. sản phẩm đúng mô tả chất lượng vượt trội. sẽ tiếp tục ủng hộ,positive,neutral,neutral,neutral,sản phẩm đẹp chất lượng tốt phục vụ chu đáo sản phẩm đúng mô tả chất lượng vượt trội sẽ tiếp tục ủng hộ
vợt bị cong ổn áp không biết xài lâu không. giao hàng nhanh giá rẻ,negative,negative,positive,positive,vợt bị cong ổn áp không biết xài lâu không giao hàng nhanh giá rẻ
"Vải mát, đường may chắc chắn",negative,neutral,neutral,neutral,vải mát đường may chắc chắn
dán không sát chân rơi ngay lập tức bán hàng rẻ kém chất lượng bỏ phí 3 bộ bảo vệ cam vì ham rẻ,negative,neutral,neutral,negative,dán không sát chân rơi ngay lập tức bán hàng rẻ kém chất lượng bỏ phí 3 bộ bảo vệ cam vì ham rẻ
"đóng gói kỹ, hàng không đổ vỡ, giá rẻ",negative,positive,neutral,positive,đóng gói kỹ hàng không đổ vỡ giá rẻ
"Đóng gói chán, chai bị mở seal và chảy dầu gội",negative,negative,neutral,neutral,đóng gói chán chai bị mở seal và chảy dầu gội
"Không đúng mô tả, chất lượng kém",negative,negative,neutral,neutral,không đúng mô tả chất lượng kém
shop giao hàng nhanh sản phẩm chất lượng đóng gói kỹ lưỡng. sản phẩm rất tốt đúng quảng cáo chất lượng tuyệt vời,positive,positive,positive,neutral,shop giao hàng nhanh sản phẩm chất lượng đóng gói kỹ lưỡng sản phẩm rất tốt đúng quảng cáo chất lượng tuyệt vời
sản phẩm chất lượng giao hàng nhanh đóng gói chắc chắn,negative,positive,positive,neutral,sản phẩm chất lượng giao hàng nhanh đóng gói chắc chắn
âm thanh rõ mạnh. thiết kế nhỏ gọn,positive,neutral,neutral,neutral,âm thanh rõ mạnh thiết kế nhỏ gọn
giá thành rẻ giao hàng nhanh mặc tiện lợi,negative,neutral,positive,positive,giá thành rẻ giao hàng nhanh mặc tiện lợi
vải bông dùng ổn thấm hút ổn thay thường xuyên cho bé tè nhiều,positive,neutral,neutral,neutral,vải bông dùng ổn thấm hút ổn thay thường xuyên cho bé tè nhiều
quần xinh vải mềm hút tốt không bị hăm giặt sạch không dính ố. shipper nhiệt tình dễ thương,positive,neutral,positive,neutral,quần xinh vải mềm hút tốt không bị hăm giặt sạch không dính ố người giao hàng nhiệt tình dễ thương
"sữa thơm ngon dễ uống, giao nhanh",positive,neutral,positive,neutral,sữa thơm ngon dễ uống giao nhanh
"Đẹp, màu xinh, khó tô",negative,neutral,neutral,neutral,đẹp màu xinh khó tô
giao đúng mẫu đúng size chất lượng sản phẩm tốt cotton màu sắc ok. shop tư vấn nhiệt tình,positive,neutral,neutral,neutral,giao đúng mẫu đúng size chất lượng sản phẩm tốt cotton màu sắc ok shop tư vấn nhiệt tình
lộ mút chật tay,negative,neutral,neutral,neutral,lộ mút chật tay
màu đẹp nhưng trải nghiệm không tốt. bên này xử lí kém,negative,neutral,neutral,neutral,màu đẹp nhưng trải nghiệm không tốt bên này xử lí kém
Sản phẩm ok nhưng màu tối,positive,neutral,neutral,neutral,sản phẩm ok nhưng màu tối
mới mua về đã rách thủng đáy giao hàng quá lâu,negative,neutral,negative,neutral,mới mua về đã rách thủng đáy giao hàng quá lâu
sim quá chậm cskh tệ đùn đẩy cho nhà mạng. thử cài đúng như shop nói vẫn chậm thử sim khác ngon lành,negative,neutral,neutral,neutral,sim quá chậm cskh tệ đùn đẩy cho nhà mạng thử cài đúng như shop nói vẫn chậm thử sim khác ngon lành
sữa ít đường ngọt vừa bé thích uống giao hàng nhanh đủ số lượng,positive,positive,positive,neutral,sữa ít đường ngọt vừa bé thích uống giao hàng nhanh đủ số lượng
"Chất lượng kém, đắt",negative,neutral,neutral,negative,chất lượng kém đắt
sản phẩm chắc chắn đúng hình. gói cẩn thận. giao nhanh. giá rẻ,negative,positive,positive,positive,sản phẩm chắc chắn đúng hình gói cẩn thận giao nhanh giá rẻ
đóng gói kỹ hạn sử dụng còn lâu bé rất thích,positive,positive,neutral,neutral,đóng gói kỹ hạn sử dụng còn lâu bé rất thích
"Bị lsao ý :) áo chất liệu mỏng đến độ thấy cả lớp áo trong mất thảm mĩ vô cùng, quai áo may như tật k giữ cẩn thận là trễ ngay, đưong may xấu, may cẩu thả lệch vải chê vcl nha",negative,neutral,neutral,neutral,bị lsao ý áo chất liệu mỏng đến độ thấy cả lớp áo trong mất thảm mĩ vô cùng quai áo may như tật không giữ cẩn thận là trễ ngay đưong may xấu may cẩu thả lệch vải chê vcl nha
Nắp chai bị bật và chảy hết ra ngoài,negative,negative,neutral,neutral,nắp chai bị bật và chảy hết ra ngoài
pin bị lỗi shop giải quyết nhanh chóng chuyên nghiệp sạc cho điện thoại nhanh,positive,neutral,neutral,neutral,pin bị lỗi shop giải quyết nhanh chóng chuyên nghiệp sạc cho điện thoại nhanh
bình luận spam nội dung khác,neutral,neutral,neutral,neutral,bình luận spam nội dung khác
sài được 3 4 tuần mạng rớt mặc dù ít xài chưa hết tốc độ cao,negative,neutral,neutral,neutral,sài được 3 4 tuần mạng rớt mặc dù ít xài chưa hết tốc độ cao
giao hàng sai sản phẩm không hài lòng lần mua hàng này mong shop làm tốt hơn,negative,neutral,neutral,neutral,giao hàng sai sản phẩm không hài lòng lần mua hàng này mong shop làm tốt hơn
shop nhiệt tình trả lời tin nhắn mua sale rất tốt,positive,neutral,neutral,positive,shop nhiệt tình trả lời tin nhắn mua sale rất tốt
hàng đẹp đầy đủ giao nhanh,positive,positive,positive,neutral,hàng đẹp đầy đủ giao nhanh
giá cao mà vali nhiều bụi bám khóa han gỉ cũ kĩ. hơi thất vọng về sản phẩm,negative,negative,neutral,negative,giá cao mà vali nhiều bụi bám khóa han gỉ cũ kĩ hơi thất vọng về sản phẩm
sim dởm quá chập chờn sài hết 4g 1 tháng là nghỉ luôn mới mua 3 ngày,negative,neutral,neutral,neutral,sim dởm quá chập chờn sài hết 4g 1 tháng là nghỉ luôn mới mua 3 ngày
quá xịn xò chất vải tốt,positive,neutral,neutral,neutral,quá xịn xò chất vải tốt
thảm hôi túi đựng cuốn nhỏ vẫn không nhét được,negative,neutral,neutral,neutral,thảm hôi túi đựng cuốn nhỏ vẫn không nhét được
Đúng với mô tả: đúng... dịch vụ rất tệ,negative,neutral,neutral,neutral,đúng với mô tả đúng dịch vụ rất tệ
sữa thơm ngon nhưng bé bị táo bón,positive,neutral,neutral,neutral,sữa thơm ngon nhưng bé bị táo bón
mỏng nhựa cứng dỏm lỗi bể lười trả lại,negative,neutral,neutral,neutral,mỏng nhựa cứng dỏm lỗi bể lười trả lại
sim dùng hết 3g tốc độ cao là không truy cập được nữa shop nhiệt tình nhưng không giải quyết yêu cầu,negative,neutral,neutral,neutral,sim dùng hết 3g tốc độ cao là không truy cập được nữa shop nhiệt tình nhưng không giải quyết yêu cầu
sản phẩm không như ảnh mỗi kính không có phụ kiện gì,negative,neutral,neutral,neutral,sản phẩm không như ảnh mỗi kính không có phụ kiện gì
chất lượng rất tệ đóng gói sơ sài bỏ sọt rác,negative,negative,neutral,neutral,chất lượng rất tệ đóng gói sơ sài bỏ sọt rác
áo đẹp nhưng lộ viền mút,negative,neutral,neutral,neutral,áo đẹp nhưng lộ viền mút
chất lượng tốt mọi người nên mua,positive,neutral,neutral,neutral,chất lượng tốt mọi người nên mua
vali đẹp cứng cáp khá nặng bánh xe mượt nhựa giòn không dày. ship nhanh đóng gói kĩ. màu bên ngoài khác xa trên hình rất thất vọng,negative,negative,positive,neutral,vali đẹp cứng cáp khá nặng bánh xe mượt nhựa giòn không dày giao hàng nhanh đóng gói kĩ màu bên ngoài khác xa trên hình rất thất vọng
giao sai màu sai dòng máy tự ý đổi hàng làm việc không ok,negative,neutral,neutral,neutral,giao sai màu sai dòng máy tự ý đổi hàng làm việc không ok
sữa dinh dưỡng cao nhưng hơi ngọt,positive,neutral,neutral,neutral,sữa dinh dưỡng cao nhưng hơi ngọt
khoảng 5-6mm không phải 8mm. giao nhanh mặt dưới bị thủng mặt trên bình thường,negative,neutral,positive,neutral,khoảng 5 6mm không phải 8mm giao nhanh mặt dưới bị thủng mặt trên bình thường
giao hàng nhanh đóng gói cẩn thận sữa ổn,positive,positive,positive,neutral,giao hàng nhanh đóng gói cẩn thận sữa ổn
không có quà tặng,negative,negative,neutral,neutral,không có quà tặng
sữa ngon nhưng hơi ngọt bé rất thích uống,positive,neutral,neutral,neutral,sữa ngon nhưng hơi ngọt bé rất thích uống
chất lượng rất tệ không kiểm tra trước khi giao chỗ bị đọng khí vênh lên không dán được thất vọng,negative,neutral,neutral,neutral,chất lượng rất tệ không kiểm tra trước khi giao chỗ bị đọng khí vênh lên không dán được thất vọng
sản phẩm tuyệt vời chất lượng tốt giao hàng nhanh. sản phẩm đẹp phục vụ chu đáo. mua nhiều lần rất ưng ý,positive,neutral,positive,neutral,sản phẩm tuyệt vời chất lượng tốt giao hàng nhanh sản phẩm đẹp phục vụ chu đáo mua nhiều lần rất ưng ý
sữa giúp bé tăng cân tiêu hóa tốt,positive,neutral,neutral,neutral,sữa giúp bé tăng cân tiêu hóa tốt
không như mô tả giao sai dòng máy,negative,neutral,neutral,neutral,không như mô tả giao sai dòng máy
vợt mềm giống hình tiền nào của nấy,positive,positive,neutral,neutral,vợt mềm giống hình tiền nào của nấy
sale giá 26k giao hàng lỗi,negative,neutral,neutral,neutral,sale giá 26k giao hàng lỗi
Lỗi thiết kế,negative,neutral,neutral,neutral,lỗi thiết kế
chất liệu vải mềm thoải mái dành cho các bé tập bỏ bỉm thấm hút trung bình,neutral,neutral,neutral,neutral,chất liệu vải mềm thoải mái dành cho các bé tập bỏ bỉm thấm hút trung bình
giao hàng nhanh đóng gói cẩn thận. săn được giá rẻ,positive,positive,positive,positive,giao hàng nhanh đóng gói cẩn thận săn được giá rẻ
chất lượng kém không cảm ứng được tháo cường lực vẫn không được,negative,neutral,neutral,neutral,chất lượng kém không cảm ứng được tháo cường lực vẫn không được
mỏng tanh chụp hình cam che mờ đen dù lau bao lần khá thất vọng,negative,neutral,neutral,neutral,mỏng tanh chụp hình cam che mờ đen dù lau bao lần khá thất vọng
"Đẹp, giá rẻ",positive,neutral,neutral,positive,đẹp giá rẻ
đường truyền như hạch mạng không ổn định sài vài ngày chuyển về 3g xong 2g không vào mạng được,negative,neutral,neutral,neutral,đường truyền như hạch mạng không ổn định sài vài ngày chuyển về 3g xong 2g không vào mạng được
Tranh rách + shop không giữ lời,negative,neutral,neutral,neutral,tranh rách shop không giữ lời
giao đúng mẫu. quai bấm hơi lỏng lẻo,negative,positive,neutral,neutral,giao đúng mẫu quai bấm hơi lỏng lẻo
đặt 7 bao tay giao được 4,negative,neutral,neutral,neutral,đặt 7 bao tay giao được 4
Cọ bị xù,negative,neutral,neutral,neutral,cọ bị xù
giao hàng nhanh đúng mẫu mã,positive,positive,positive,neutral,giao hàng nhanh đúng mẫu mã
"bé hợp, lên nửa cân, ship nhanh",positive,neutral,positive,neutral,bé hợp lên nửa cân giao hàng nhanh
sim lỗi sài được 3 hôm mất sóng đổi sim mới cũng 3 hôm lỗi tiếp mất công oan tiền,negative,neutral,neutral,neutral,sim lỗi sài được 3 hôm mất sóng đổi sim mới cũng 3 hôm lỗi tiếp mất công oan tiền
cầu tặng nhẹ quá vợt mới đánh bung tay cầm. chán,negative,negative,neutral,neutral,cầu tặng nhẹ quá vợt mới đánh bung tay cầm chán
"Ổn, ok",positive,neutral,neutral,neutral,ổn ok
ô quảng cáo có nút bấm mà không có,negative,neutral,neutral,neutral,ô quảng cáo có nút bấm mà không có
báo có hàng giao nhưng không có hàng,neutral,neutral,negative,neutral,báo có hàng giao nhưng không có hàng
định vị chuẩn lắp sim 4g app dễ cài đặt sử dụng. màn hình cảm ứng nhạy. bền hay không dùng thời gian mới biết,positive,neutral,neutral,neutral,định vị chuẩn lắp sim 4g app dễ cài đặt sử dụng màn hình cảm ứng nhạy bền hay không dùng thời gian mới biết
đóng gói giao hàng nhanh. khuyên đừng mua vứt đi dùng có ngày thay điện thoại mới,negative,positive,positive,neutral,đóng gói giao hàng nhanh khuyên đừng mua vứt đi dùng có ngày thay điện thoại mới
"Vải thoáng mát, đóng gói cẩn thận, giao nhanh",positive,positive,positive,neutral,vải thoáng mát đóng gói cẩn thận giao nhanh
cổ rộng không co giãn,negative,neutral,neutral,neutral,cổ rộng không co giãn
mua cho cháu gái thích lắm phải mua thêm sim gắn vào,positive,neutral,neutral,neutral,mua cho cháu gái thích lắm phải mua thêm sim gắn vào
sản phẩm ok giao đúng như hình chất lượng ok,positive,neutral,neutral,neutral,sản phẩm ok giao đúng như hình chất lượng ok
